,session_id,session_started_at,session_ended_at,user_id,device_type,device_browser,device_operating_system,device_language,country
6941,1041231918,2023-12-17 14:14:31,2023-12-17 14:44:49,306009838335803,desktop,google,,,FR
6942,741884527,2023-04-06 15:46:17,2023-04-06 16:11:57,306009838335803,desktop,google,,,FR
6943,53541843,2023-11-22 12:42:26,2023-11-22 13:22:30,306009838335803,desktop,google,,,FR
6944,2817123839,2023-12-17 13:03:32,2023-12-17 13:05:22,306009838335803,desktop,google,,,FR
6945,3112106411,2023-12-11 02:52:10,2023-12-11 02:54:47,110279173974857,mobile,bing,android,FR,FR
6946,3818021876,2023-06-17 18:41:34,2023-06-17 19:02:44,110279173974857,mobile,bing,android,FR,FR
6947,631336718,2023-02-02 08:48:12,2023-02-02 09:15:36,110279173974857,mobile,bing,android,FR,FR
6948,2663929705,2023-11-30 04:55:40,2023-11-30 05:13:01,314522501604044,mobile,google,ios,,FR
6949,1118709793,2023-01-17 09:01:04,2023-01-17 09:59:45,314522501604044,mobile,google,ios,,FR
6950,1142218272,2023-03-23 06:37:33,2023-03-23 06:53:54,314522501604044,mobile,google,ios,,FR
6951,1406979198,2023-04-17 14:15:40,2023-04-17 15:06:15,314522501604044,mobile,google,ios,,FR
6952,2016697154,2023-09-20 11:18:11,2023-09-20 11:48:14,314522501604044,mobile,google,ios,,FR
6953,3446651353,2023-08-28 07:46:37,2023-08-28 08:03:02,314522501604044,mobile,google,ios,,FR
6954,921381202,2023-09-06 00:35:21,2023-09-06 01:13:43,314522501604044,mobile,google,ios,,FR
6955,3984868950,2023-12-25 02:16:40,2023-12-25 02:28:39,314522501604044,mobile,google,ios,,FR
6956,3136921257,2023-06-18 10:50:55,2023-06-18 11:39:21,314522501604044,mobile,google,ios,,FR
6957,3320058530,2023-08-16 15:31:53,2023-08-16 15:46:32,877311684840208,mobile,bing,ios,EN,FR
6958,1065639486,2023-02-13 08:35:25,2023-02-13 08:56:10,877311684840208,mobile,bing,ios,EN,FR
6959,2342318649,2023-12-04 23:55:25,2023-12-05 00:28:20,877311684840208,mobile,bing,ios,EN,FR
6960,477114886,2023-03-03 17:47:14,2023-03-03 18:15:00,877311684840208,mobile,bing,ios,EN,FR
6961,1195671936,2023-11-15 11:53:17,2023-11-15 12:33:52,877311684840208,mobile,bing,ios,EN,FR
6962,2191727409,2023-07-16 19:21:14,2023-07-16 19:36:58,877311684840208,mobile,bing,ios,EN,FR
6963,1371902890,2023-03-26 17:39:42,2023-03-26 18:33:12,292421268610457,desktop,bing,,,FR
6964,4129725629,2023-02-19 06:46:59,2023-02-19 07:18:25,292421268610457,desktop,bing,,,FR
6965,2149716894,2023-11-04 20:44:22,2023-11-04 21:02:27,292421268610457,desktop,bing,,,FR
6966,327418481,2023-08-16 16:39:47,2023-08-16 17:27:40,292421268610457,desktop,bing,,,FR
6967,1687307733,2023-05-12 01:29:51,2023-05-12 02:01:07,292421268610457,desktop,bing,,,FR
6968,2771458679,2023-12-01 04:30:47,2023-12-01 04:36:25,292421268610457,desktop,bing,,,FR
6969,2235870153,2023-02-13 08:38:12,2023-02-13 09:22:29,329626232548251,mobile,bing,ios,FR,FR
6970,2607754675,2023-08-18 03:56:41,2023-08-18 04:46:19,329626232548251,mobile,bing,ios,FR,FR
6971,2878157142,2023-10-15 03:25:30,2023-10-15 04:21:02,329626232548251,mobile,bing,ios,FR,FR
6972,288462254,2023-03-12 08:10:11,2023-03-12 08:39:08,329626232548251,mobile,bing,ios,FR,FR
6973,2013298619,2023-01-13 20:05:12,2023-01-13 20:34:00,145393841218723,desktop,,,,UK
6974,2292273126,2023-07-06 12:06:33,2023-07-06 12:56:08,145393841218723,desktop,,,,UK
6975,2693228993,2023-01-25 12:34:34,2023-01-25 13:16:21,339614968035309,desktop,yahoo,,,FR
6976,2578297819,2023-06-23 14:48:42,2023-06-23 15:25:17,339614968035309,desktop,yahoo,,,FR
6977,3245434525,2023-12-29 20:51:14,2023-12-29 21:47:22,339614968035309,desktop,yahoo,,,FR
6978,427588380,2023-06-29 23:54:05,2023-06-30 00:02:44,339614968035309,desktop,yahoo,,,FR
6979,3056664578,2023-10-31 08:56:33,2023-10-31 09:27:53,339614968035309,desktop,yahoo,,,FR
6980,2953784191,2023-10-25 12:04:11,2023-10-25 12:16:31,226887015936250,mobile,google,ios,FR,SP
6981,1150180783,2023-12-06 21:40:43,2023-12-06 22:38:11,226887015936250,mobile,google,ios,FR,SP
6982,2456686399,2023-06-09 10:15:44,2023-06-09 10:27:12,131703301750052,desktop,,,,
6983,4075552439,2023-03-12 00:16:27,2023-03-12 01:12:57,131703301750052,desktop,,,,
6984,1450417013,2023-11-25 16:11:58,2023-11-25 16:15:47,131703301750052,desktop,,,,
6985,2625413422,2023-03-01 18:28:49,2023-03-01 18:54:32,131703301750052,desktop,,,,
6986,21236103,2023-05-07 19:30:05,2023-05-07 19:48:53,131703301750052,desktop,,,,
6987,940229786,2023-09-04 19:49:45,2023-09-04 20:13:53,978777846886889,desktop,google,,,FR
6988,642812935,2023-04-25 10:03:20,2023-04-25 10:25:22,978777846886889,desktop,google,,,FR
6989,3197134625,2023-03-15 23:37:28,2023-03-16 00:15:56,128298356319555,mobile,bing,ios,FR,FR
6990,4067082132,2023-09-17 02:43:15,2023-09-17 03:00:49,128298356319555,mobile,bing,ios,FR,FR
6991,1831022432,2023-11-09 00:54:53,2023-11-09 01:15:12,128298356319555,mobile,bing,ios,FR,FR
6992,601633581,2023-06-13 06:50:32,2023-06-13 07:45:51,128298356319555,mobile,bing,ios,FR,FR
6993,728362340,2023-08-07 18:06:22,2023-08-07 18:58:01,364933323350432,mobile,google,android,EN,FR
6994,541112715,2023-08-08 20:47:10,2023-08-08 21:31:13,364933323350432,mobile,google,android,EN,FR
6995,1071493427,2023-04-20 03:19:29,2023-04-20 03:51:35,302541142930376,,bing,,,FR
6996,796381606,2023-09-08 06:24:48,2023-09-08 06:47:40,240322605928735,mobile,google,android,FR,UK
6997,1361837748,2023-06-28 02:21:43,2023-06-28 03:06:57,240322605928735,mobile,google,android,FR,UK
6998,2299492706,2023-06-18 11:11:17,2023-06-18 12:02:29,240322605928735,mobile,google,android,FR,UK
6999,4292776992,2023-08-02 01:22:58,2023-08-02 01:24:50,240322605928735,mobile,google,android,FR,UK
7000,1162850628,2023-11-10 13:59:39,2023-11-10 14:58:32,240322605928735,mobile,google,android,FR,UK
7001,789331449,2023-02-14 11:00:21,2023-02-14 11:19:45,240322605928735,mobile,google,android,FR,UK
7002,2387301535,2023-09-25 09:40:50,2023-09-25 09:44:39,279022637838698,mobile,yahoo,android,FR,FR
7003,792707562,2023-11-04 08:50:12,2023-11-04 09:07:27,279022637838698,mobile,yahoo,android,FR,FR
7004,4123064179,2023-06-19 19:58:43,2023-06-19 20:54:23,279022637838698,mobile,yahoo,android,FR,FR
7005,3798512567,2023-01-25 06:24:01,2023-01-25 06:27:28,279022637838698,mobile,yahoo,android,FR,FR
7006,354894385,2023-10-08 06:08:02,2023-10-08 06:54:44,279022637838698,mobile,yahoo,android,FR,FR
7007,2084888697,2023-11-06 06:19:55,2023-11-06 07:07:19,311949505044655,desktop,,,,FR
7008,3512849874,2023-06-29 00:49:34,2023-06-29 01:13:00,311949505044655,desktop,,,,FR
7009,4184269868,2023-09-26 17:02:11,2023-09-26 17:45:07,311949505044655,desktop,,,,FR
7010,3938095393,2023-01-08 03:51:23,2023-01-08 04:32:07,311949505044655,desktop,,,,FR
7011,3917493821,2023-11-17 09:08:00,2023-11-17 09:13:28,311949505044655,desktop,,,,FR
7012,3755318081,2023-12-15 20:40:01,2023-12-15 20:50:32,273914624719482,mobile,yahoo,ios,FR,FR
7013,2993883083,2023-12-14 18:43:40,2023-12-14 18:58:39,273914624719482,mobile,yahoo,ios,FR,FR
7014,72757266,2023-12-12 18:12:18,2023-12-12 18:49:20,273914624719482,mobile,yahoo,ios,FR,FR
7015,2870925804,2023-01-20 10:27:38,2023-01-20 11:12:44,239328972731836,desktop,google,,,FR
7016,2962274841,2023-01-03 07:11:41,2023-01-03 07:17:24,239328972731836,desktop,google,,,FR
7017,3101224237,2023-09-08 18:10:06,2023-09-08 18:55:53,239328972731836,desktop,google,,,FR
7018,2790082609,2023-05-07 00:54:16,2023-05-07 01:00:55,239328972731836,desktop,google,,,FR
7019,2034152818,2023-01-02 20:01:33,2023-01-02 20:17:08,401349641848514,mobile,,ios,FR,
7020,1106848341,2023-04-12 16:55:10,2023-04-12 17:45:40,401349641848514,mobile,,ios,FR,
7021,25483604,2023-12-04 00:28:13,2023-12-04 00:57:21,401349641848514,mobile,,ios,FR,
7022,1636216079,2023-02-24 09:03:49,2023-02-24 09:08:28,401349641848514,mobile,,ios,FR,
7023,497649679,2023-03-28 06:57:12,2023-03-28 07:38:17,401349641848514,mobile,,ios,FR,
7024,2496338754,2023-05-14 13:11:58,2023-05-14 13:18:03,401349641848514,mobile,,ios,FR,
7025,2707542769,2023-08-23 10:06:15,2023-08-23 11:05:06,615855474662403,mobile,,android,EN,FR
7026,650785981,2023-11-18 22:44:39,2023-11-18 23:24:04,615855474662403,mobile,,android,EN,FR
7027,965908035,2023-11-22 10:30:39,2023-11-22 10:41:30,615855474662403,mobile,,android,EN,FR
7028,1783402023,2023-09-16 09:42:21,2023-09-16 10:25:37,544415626350459,desktop,,,,FR
7029,3741150367,2023-02-23 22:52:16,2023-02-23 23:35:24,544415626350459,desktop,,,,FR
7030,1367331781,2023-06-05 04:47:51,2023-06-05 05:45:43,544415626350459,desktop,,,,FR
7031,2130320496,2023-05-23 19:28:37,2023-05-23 19:49:55,544415626350459,desktop,,,,FR
7032,927800418,2023-02-06 01:51:07,2023-02-06 02:09:25,544415626350459,desktop,,,,FR
7033,944738371,2023-08-01 22:43:51,2023-08-01 23:03:18,174654624549815,desktop,google,,,FR
7034,2828125912,2023-01-20 08:45:25,2023-01-20 08:49:34,174654624549815,desktop,google,,,FR
7035,4014727032,2023-04-06 01:29:28,2023-04-06 01:37:21,174654624549815,desktop,google,,,FR
7036,200535796,2023-12-07 08:10:41,2023-12-07 08:49:16,183286069282482,mobile,google,android,,FR
7037,33528185,2023-04-27 20:39:42,2023-04-27 21:03:53,183286069282482,mobile,google,android,,FR
7038,622638383,2023-01-15 01:10:12,2023-01-15 01:49:37,183286069282482,mobile,google,android,,FR
7039,2845200720,2023-03-26 10:11:11,2023-03-26 10:34:24,183286069282482,mobile,google,android,,FR
7040,4226044852,2023-08-07 07:20:24,2023-08-07 07:25:45,460820813264716,mobile,,ios,FR,
7041,3629808652,2023-09-26 17:27:06,2023-09-26 17:48:31,460820813264716,mobile,,ios,FR,
7042,3549991210,2023-04-06 14:12:30,2023-04-06 14:57:13,460820813264716,mobile,,ios,FR,
7043,594679217,2023-08-10 12:18:24,2023-08-10 12:24:42,460820813264716,mobile,,ios,FR,
7044,2250587226,2023-07-08 17:03:27,2023-07-08 17:12:11,460820813264716,mobile,,ios,FR,
7045,1282652269,2023-04-08 11:36:29,2023-04-08 11:38:29,460820813264716,mobile,,ios,FR,
7046,2667267438,2023-07-13 19:21:02,2023-07-13 19:27:58,296137690655407,mobile,google,ios,FR,FR
7047,4055485304,2023-01-01 02:38:17,2023-01-01 02:43:38,296137690655407,mobile,google,ios,FR,FR
7048,787398618,2023-02-17 15:13:45,2023-02-17 16:03:37,296137690655407,mobile,google,ios,FR,FR
7049,1412239957,2023-07-08 13:39:36,2023-07-08 14:38:10,982459440193257,mobile,google,ios,FR,FR
7050,1421866533,2023-06-02 06:59:41,2023-06-02 07:03:36,982459440193257,mobile,google,ios,FR,FR
7051,3819510507,2023-01-28 22:39:12,2023-01-28 23:27:02,982459440193257,mobile,google,ios,FR,FR
7052,1303251164,2023-10-30 02:56:06,2023-10-30 03:20:05,168712644136414,mobile,,ios,FR,
7053,2481143408,2023-06-06 17:12:01,2023-06-06 17:38:57,168712644136414,mobile,,ios,FR,
7054,3927331443,2023-08-12 20:06:22,2023-08-12 21:05:52,168712644136414,mobile,,ios,FR,
7055,863390041,2023-02-27 11:49:40,2023-02-27 12:03:59,168712644136414,mobile,,ios,FR,
7056,1241885906,2023-03-22 05:21:23,2023-03-22 05:47:04,152691939896808,mobile,google,android,FR,FR
7057,1145907426,2023-10-25 08:36:16,2023-10-25 09:00:51,152691939896808,mobile,google,android,FR,FR
7058,3444431388,2023-08-14 16:41:22,2023-08-14 17:18:37,152691939896808,mobile,google,android,FR,FR
7059,4269956243,2023-10-07 12:21:08,2023-10-07 12:26:17,196760372486376,mobile,google,ios,FR,FR
7060,3488412104,2023-03-09 03:59:40,2023-03-09 04:54:09,196760372486376,mobile,google,ios,FR,FR
7061,3451504029,2023-04-14 04:33:21,2023-04-14 05:00:33,196760372486376,mobile,google,ios,FR,FR
7062,295518123,2023-05-28 05:06:24,2023-05-28 05:25:29,196760372486376,mobile,google,ios,FR,FR
7063,2081127004,2023-02-10 19:12:06,2023-02-10 19:15:46,507141316757650,mobile,,android,EN,FR
7064,2083725221,2023-07-21 11:48:40,2023-07-21 12:43:12,507141316757650,mobile,,android,EN,FR
7065,3264449363,2023-05-24 04:10:10,2023-05-24 04:59:17,507141316757650,mobile,,android,EN,FR
7066,2488767778,2023-04-28 14:15:16,2023-04-28 15:01:19,155922062058478,mobile,,android,24077,
7067,1323568876,2023-06-30 11:22:57,2023-06-30 11:52:40,155922062058478,mobile,,android,24077,
7068,2275028899,2023-08-17 17:53:18,2023-08-17 18:40:44,155922062058478,mobile,,android,24077,
7069,3145124290,2023-11-08 07:34:57,2023-11-08 08:02:18,155922062058478,mobile,,android,24077,
7070,668835892,2023-01-09 14:27:45,2023-01-09 15:02:29,155922062058478,mobile,,android,24077,
7071,2972707570,2023-02-22 19:17:37,2023-02-22 19:49:56,155922062058478,mobile,,android,24077,
7072,1417724144,2023-08-09 07:13:55,2023-08-09 07:52:02,189041729298091,desktop,,,,FR
7073,3270403723,2023-06-29 10:35:11,2023-06-29 10:55:23,189041729298091,desktop,,,,FR
7074,917149409,2023-12-25 05:40:04,2023-12-25 06:13:05,189041729298091,desktop,,,,FR
7075,271465963,2023-07-19 16:06:23,2023-07-19 16:11:27,189041729298091,desktop,,,,FR
7076,665066759,2023-09-19 22:23:52,2023-09-19 22:47:26,264030877089463,mobile,,ios,861,FR
7077,112206296,2023-10-18 22:48:49,2023-10-18 23:46:51,264030877089463,mobile,,ios,861,FR
7078,257402029,2023-11-23 22:35:14,2023-11-23 22:55:49,264030877089463,mobile,,ios,861,FR
7079,2034248840,2023-10-13 12:56:16,2023-10-13 13:38:24,264030877089463,mobile,,ios,861,FR
7080,99661577,2023-03-07 14:00:15,2023-03-07 14:07:41,264030877089463,mobile,,ios,861,FR
7081,1636207274,2023-01-13 02:44:28,2023-01-13 03:02:24,264030877089463,mobile,,ios,861,FR
7082,1631576164,2023-09-03 19:58:29,2023-09-03 20:53:17,264030877089463,mobile,,ios,861,FR
7083,3330354579,2023-06-24 18:46:00,2023-06-24 19:35:50,185286915966403,mobile,google,android,FR,FR
7084,2285929530,2023-11-17 04:07:42,2023-11-17 04:42:54,185286915966403,mobile,google,android,FR,FR
7085,1963835096,2023-09-08 17:39:27,2023-09-08 18:31:01,185286915966403,mobile,google,android,FR,FR
7086,1505185475,2023-01-21 23:15:17,2023-01-21 23:42:34,185286915966403,mobile,google,android,FR,FR
7087,180335902,2023-01-02 16:38:05,2023-01-02 17:32:55,145256599485300,mobile,google,ios,FR,FR
7088,1700098891,2023-09-17 02:15:58,2023-09-17 02:21:10,145256599485300,mobile,google,ios,FR,FR
7089,1841778127,2023-04-23 20:16:57,2023-04-23 20:29:48,145256599485300,mobile,google,ios,FR,FR
7090,1568825907,2023-04-01 09:35:42,2023-04-01 09:41:13,145256599485300,mobile,google,ios,FR,FR
7091,827854374,2023-09-19 22:09:10,2023-09-19 22:30:59,145256599485300,mobile,google,ios,FR,FR
7092,751418117,2023-09-07 16:10:32,2023-09-07 16:57:21,320148996435916,desktop,google,,,FR
7093,4116230640,2023-05-19 09:27:56,2023-05-19 09:31:50,320148996435916,desktop,google,,,FR
7094,3368062808,2023-10-04 19:37:43,2023-10-04 20:13:18,320148996435916,desktop,google,,,FR
7095,2223880554,2023-07-22 19:12:36,2023-07-22 19:22:03,320148996435916,desktop,google,,,FR
7096,1922375577,2023-10-17 02:45:35,2023-10-17 03:43:46,320148996435916,desktop,google,,,FR
7097,3295376289,2023-12-06 21:20:16,2023-12-06 22:13:55,174359017552779,desktop,bing,,,FR
7098,1727042129,2023-02-25 05:55:10,2023-02-25 06:52:18,174359017552779,desktop,bing,,,FR
7099,2601332292,2023-11-07 03:33:39,2023-11-07 04:13:15,174359017552779,desktop,bing,,,FR
7100,3533482723,2023-11-24 21:22:18,2023-11-24 21:35:36,174359017552779,desktop,bing,,,FR
7101,946893447,2023-11-30 21:21:27,2023-11-30 21:49:40,100252699231636,mobile,,ios,FR,
7102,3140558620,2023-11-11 06:19:23,2023-11-11 07:04:16,100252699231636,mobile,,ios,FR,
7103,2194016618,2023-03-03 22:28:09,2023-03-03 23:24:29,100252699231636,mobile,,ios,FR,
7104,770097035,2023-03-18 16:24:05,2023-03-18 17:16:32,100252699231636,mobile,,ios,FR,
7105,1741097628,2023-09-26 01:36:00,2023-09-26 01:44:35,289522627786846,mobile,google,android,FR,FR
7106,2688192448,2023-05-31 15:14:18,2023-05-31 16:00:38,289522627786846,mobile,google,android,FR,FR
7107,379598417,2023-05-25 17:53:32,2023-05-25 18:15:32,289522627786846,mobile,google,android,FR,FR
7108,81944719,2023-11-07 03:04:27,2023-11-07 04:00:52,289522627786846,mobile,google,android,FR,FR
7109,1202774743,2023-04-08 04:16:40,2023-04-08 04:41:17,289522627786846,mobile,google,android,FR,FR
7110,30256375,2023-05-03 05:59:07,2023-05-03 06:26:35,654174796039653,mobile,,ios,FR,
7111,3943704884,2023-03-07 17:51:37,2023-03-07 18:50:20,654174796039653,mobile,,ios,FR,
7112,3598625487,2023-05-05 15:17:39,2023-05-05 15:35:56,654174796039653,mobile,,ios,FR,
7113,3015437837,2023-01-31 19:47:33,2023-01-31 19:58:24,146141280969617,mobile,,android,FR,FR
7114,715596523,2023-03-03 17:16:31,2023-03-03 18:07:21,146141280969617,mobile,,android,FR,FR
7115,174818514,2023-01-20 01:44:18,2023-01-20 02:01:33,146141280969617,mobile,,android,FR,FR
7116,1650068613,2023-11-19 15:46:12,2023-11-19 16:39:13,146141280969617,mobile,,android,FR,FR
7117,4053924939,2023-07-29 11:36:21,2023-07-29 12:22:57,611299845653692,mobile,google,android,EN,FR
7118,868051191,2023-02-24 22:50:39,2023-02-24 23:31:57,611299845653692,mobile,google,android,EN,FR
7119,1939890368,2023-11-30 02:52:11,2023-11-30 03:35:05,611299845653692,mobile,google,android,EN,FR
7120,1256062341,2023-10-05 23:38:49,2023-10-05 23:54:32,607107343115671,mobile,bing,android,FR,FR
7121,1038434924,2023-02-13 03:26:40,2023-02-13 04:26:20,607107343115671,mobile,bing,android,FR,FR
7122,3349571740,2023-01-25 22:27:57,2023-01-25 22:50:15,607107343115671,mobile,bing,android,FR,FR
7123,3282189126,2023-06-17 19:13:47,2023-06-17 19:55:23,735556876505478,desktop,bing,,,UK
7124,1231787801,2023-12-01 13:39:53,2023-12-01 13:43:55,735556876505478,desktop,bing,,,UK
7125,1693288006,2023-10-26 21:49:38,2023-10-26 21:59:40,735556876505478,desktop,bing,,,UK
7126,1139535018,2023-07-17 02:51:23,2023-07-17 03:24:03,122103352113979,mobile,google,ios,EN,FR
7127,2990633123,2023-12-25 21:04:17,2023-12-25 21:58:20,122103352113979,mobile,google,ios,EN,FR
7128,953340775,2023-02-25 05:25:14,2023-02-25 06:04:04,122103352113979,mobile,google,ios,EN,FR
7129,1495202979,2023-10-14 04:47:51,2023-10-14 05:04:23,122103352113979,mobile,google,ios,EN,FR
7130,2695614664,2023-10-24 22:55:44,2023-10-24 23:29:46,122103352113979,mobile,google,ios,EN,FR
7131,1493818661,2023-05-20 04:17:57,2023-05-20 05:07:04,230022453279885,mobile,google,ios,FR,FR
7132,1316555790,2023-07-03 01:04:37,2023-07-03 01:38:32,230022453279885,mobile,google,ios,FR,FR
7133,1944937724,2023-12-02 02:31:15,2023-12-02 03:21:30,230022453279885,mobile,google,ios,FR,FR
7134,3078984544,2023-05-23 15:56:35,2023-05-23 16:33:23,230022453279885,mobile,google,ios,FR,FR
7135,3560252913,2023-06-26 16:10:23,2023-06-26 17:00:27,230022453279885,mobile,google,ios,FR,FR
7136,723128553,2023-01-01 09:16:01,2023-01-01 10:05:49,230022453279885,mobile,google,ios,FR,FR
7137,935980927,2023-06-16 13:24:07,2023-06-16 14:12:10,255007177518579,mobile,google,android,FR,
7138,1455251306,2023-12-29 13:37:47,2023-12-29 14:26:45,255007177518579,mobile,google,android,FR,
7139,1819279600,2023-03-13 06:36:19,2023-03-13 07:15:02,337459386535783,mobile,google,ios,FR,FR
7140,648251776,2023-08-20 09:48:07,2023-08-20 10:29:42,337459386535783,mobile,google,ios,FR,FR
7141,352435523,2023-05-12 06:53:12,2023-05-12 07:30:09,337459386535783,mobile,google,ios,FR,FR
7142,2974622253,2023-07-08 02:20:47,2023-07-08 03:01:38,337459386535783,mobile,google,ios,FR,FR
7143,1268958598,2023-06-09 22:07:18,2023-06-09 22:33:02,337459386535783,mobile,google,ios,FR,FR
7144,1800628576,2023-10-28 05:06:31,2023-10-28 05:17:48,337459386535783,mobile,google,ios,FR,FR
7145,3460800028,2023-12-30 01:00:45,2023-12-30 02:00:45,337459386535783,mobile,google,ios,FR,FR
7146,2853010923,2023-11-13 11:25:53,2023-11-13 12:13:55,337459386535783,mobile,google,ios,FR,FR
7147,182938675,2023-11-27 23:46:31,2023-11-28 00:36:43,337459386535783,mobile,google,ios,FR,FR
7148,513185875,2023-04-16 03:36:13,2023-04-16 03:41:28,337459386535783,mobile,google,ios,FR,FR
7149,1337125076,2023-11-12 10:06:36,2023-11-12 11:01:02,132617175290274,mobile,,ios,FR,FR
7150,2916871229,2023-04-14 22:45:08,2023-04-14 23:36:31,132617175290274,mobile,,ios,FR,FR
7151,1012033236,2023-01-22 23:21:57,2023-01-22 23:22:47,132617175290274,mobile,,ios,FR,FR
7152,3898323106,2023-06-18 15:08:04,2023-06-18 15:27:40,132617175290274,mobile,,ios,FR,FR
7153,856492329,2023-10-07 13:38:45,2023-10-07 14:01:56,132617175290274,mobile,,ios,FR,FR
7154,2907487949,2023-09-15 06:45:12,2023-09-15 07:34:54,309927429076655,desktop,google,,,FR
7155,619871063,2023-12-13 05:27:52,2023-12-13 05:38:09,332457628607095,mobile,google,ios,EN,FR
7156,1106919716,2023-10-02 06:16:44,2023-10-02 06:44:51,332457628607095,mobile,google,ios,EN,FR
7157,2204968967,2023-06-02 02:42:21,2023-06-02 03:30:24,186420983858785,,google,,,FR
7158,502248699,2023-09-23 16:08:01,2023-09-23 17:07:20,186420983858785,,google,,,FR
7159,2510621912,2023-12-23 00:41:51,2023-12-23 01:21:27,186420983858785,,google,,,FR
7160,4277994322,2023-02-11 15:39:24,2023-02-11 16:00:13,259948224604418,,google,,,FR
7161,4253713831,2023-08-26 17:09:05,2023-08-26 17:51:07,259948224604418,,google,,,FR
7162,493529078,2023-12-24 20:35:00,2023-12-24 21:10:50,259948224604418,,google,,,FR
7163,160519993,2023-03-30 08:18:41,2023-03-30 08:45:40,259948224604418,,google,,,FR
7164,107812398,2023-06-09 08:17:18,2023-06-09 08:59:19,275241022632957,mobile,yahoo,ios,FR,FR
7165,1294131184,2023-11-03 18:59:54,2023-11-03 19:39:05,275241022632957,mobile,yahoo,ios,FR,FR
7166,2161514428,2023-07-06 19:33:30,2023-07-06 19:37:23,275241022632957,mobile,yahoo,ios,FR,FR
7167,4053967319,2023-01-18 08:44:26,2023-01-18 08:55:51,794488627823047,mobile,yahoo,ios,EN,FR
7168,2868139897,2023-02-22 00:01:14,2023-02-22 00:03:50,794488627823047,mobile,yahoo,ios,EN,FR
7169,1597341079,2023-03-08 22:52:37,2023-03-08 23:09:08,794488627823047,mobile,yahoo,ios,EN,FR
7170,4117136991,2023-07-03 13:19:47,2023-07-03 13:56:16,177311703299535,mobile,google,android,FR,FR
7171,2347129185,2023-03-11 04:25:44,2023-03-11 04:28:42,177311703299535,mobile,google,android,FR,FR
7172,3897276299,2023-02-16 05:01:39,2023-02-16 05:09:51,177311703299535,mobile,google,android,FR,FR
7173,559215710,2023-06-27 20:09:33,2023-06-27 20:22:49,150626408862625,mobile,google,,FR,FR
7174,462236244,2023-01-11 13:04:28,2023-01-11 13:40:48,150626408862625,mobile,google,,FR,FR
7175,3927532670,2023-08-11 09:53:59,2023-08-11 10:47:05,150626408862625,mobile,google,,FR,FR
7176,3727604413,2023-10-26 09:43:55,2023-10-26 09:48:42,150626408862625,mobile,google,,FR,FR
7177,1755986440,2023-03-22 18:13:17,2023-03-22 18:53:37,150626408862625,mobile,google,,FR,FR
7178,2405478738,2023-01-25 21:49:23,2023-01-25 22:42:29,150626408862625,mobile,google,,FR,FR
7179,553354152,2023-11-21 19:51:16,2023-11-21 20:33:09,137463649325670,,,,,FR
7180,2380561643,2023-04-30 13:32:19,2023-04-30 14:18:16,137463649325670,,,,,FR
7181,459122129,2023-11-21 16:52:05,2023-11-21 17:09:38,137463649325670,,,,,FR
7182,1898100803,2023-10-31 05:48:33,2023-10-31 06:46:32,493674574366906,desktop,yahoo,,,
7183,1166236591,2023-12-31 20:43:26,2023-12-31 21:08:50,493674574366906,desktop,yahoo,,,
7184,3690596734,2023-11-23 07:56:33,2023-11-23 08:11:09,493674574366906,desktop,yahoo,,,
7185,3769067089,2023-12-10 14:25:48,2023-12-10 14:45:37,493674574366906,desktop,yahoo,,,
7186,4280414872,2023-04-01 03:43:53,2023-04-01 03:59:01,493674574366906,desktop,yahoo,,,
7187,3298290858,2023-03-31 19:32:44,2023-03-31 20:10:35,493674574366906,desktop,yahoo,,,
7188,3794021468,2023-10-22 17:10:50,2023-10-22 17:18:10,313783469659821,desktop,,,,FR
7189,3737059522,2023-03-01 15:15:13,2023-03-01 15:41:49,313783469659821,desktop,,,,FR
7190,54590692,2023-10-30 10:56:27,2023-10-30 11:13:45,313783469659821,desktop,,,,FR
7191,118977236,2023-04-21 14:24:39,2023-04-21 14:47:47,313783469659821,desktop,,,,FR
7192,2648003159,2023-05-26 01:06:52,2023-05-26 01:42:52,313783469659821,desktop,,,,FR
7193,1847597679,2023-03-23 22:19:03,2023-03-23 23:05:44,313783469659821,desktop,,,,FR
7194,3767981182,2023-01-21 04:34:16,2023-01-21 05:24:23,292183781087149,mobile,google,android,FR,FR
7195,1695956731,2023-11-05 15:25:13,2023-11-05 15:47:45,292183781087149,mobile,google,android,FR,FR
7196,378233838,2023-10-21 10:00:07,2023-10-21 10:34:26,292183781087149,mobile,google,android,FR,FR
7197,1856915280,2023-11-14 14:46:12,2023-11-14 15:11:17,292183781087149,mobile,google,android,FR,FR
7198,3699319804,2023-11-24 18:14:26,2023-11-24 18:23:15,966401726228268,desktop,google,,,FR
7199,3724164631,2023-06-09 14:23:20,2023-06-09 14:54:36,966401726228268,desktop,google,,,FR
7200,4294138733,2023-11-27 13:35:11,2023-11-27 14:13:06,966401726228268,desktop,google,,,FR
7201,643232726,2023-07-28 12:50:29,2023-07-28 13:40:21,737004041377035,mobile,google,android,FR,FR
7202,970253152,2023-10-03 01:30:51,2023-10-03 01:53:45,737004041377035,mobile,google,android,FR,FR
7203,4176473741,2023-08-20 22:10:35,2023-08-20 22:58:18,737004041377035,mobile,google,android,FR,FR
7204,2006081698,2023-10-10 05:04:56,2023-10-10 05:42:50,263632560244117,mobile,,android,04,FR
