,user_id,setup_cluster,user_preference,user_behavior
1412,163978504031288,8,Page 3,Semaine Jour
1413,163978818864305,7,Page 2,Semaine Nuit
1414,164054036319303,7,Multipages,Semaine Nuit
1415,164166281646198,10,Multipages,Semaine Jour
1416,164177259057070,6,Page 3,Semaine
1417,164189871121571,2,Page 6,Pas de préférence
1418,164280162776144,0,Page 2,Semaine Jour
1419,164283124455831,5,Multipages,Semaine
1420,164286249285173,9,Page 4,Weekend Jour
1421,164399746046916,1,Multipages,Semaine Nuit
1422,164470787639143,4,Multipages,Pas de préférence
1423,164532759462140,2,Multipages,Semaine Jour
1424,164537336974771,2,Multipages,Jour
1425,164561621830463,4,Multipages,Semaine Jour
1426,164626451715736,6,Multipages,Weekend Jour
1427,164668085549624,3,Peu intéressé,Semaine Nuit
1428,164741186181250,5,Page 1,Weekend Jour
1429,164747200429604,7,Peu intéressé,Semaine Nuit
1430,164825639976543,0,Multipages,Weekend Nuit
1431,164880774096332,4,Multipages,Semaine Jour
1432,165003047981059,1,Page 5,Jour
1433,165098501645012,6,Multipages,Semaine
1434,165126976256783,3,Page 4,Semaine Jour
1435,165146286062026,6,Multipages,Semaine Nuit
1436,165147437633494,0,Multipages,Semaine Nuit
1437,165205951146566,2,Multipages,Semaine Nuit
1438,165214905198654,5,Peu intéressé,Semaine
1439,165266200783397,1,Page 1,Semaine Jour
1440,165285050626341,4,Multipages,Nuit
1441,165335057769590,2,Multipages,Semaine Nuit
1442,165370152494882,2,Page 6,Weekend Nuit
1443,165393833104179,0,Multipages,Semaine Nuit
1444,165429972124778,1,Page 1,Semaine Jour
1445,165479955474208,8,Peu intéressé,Weekend Nuit
1446,165517382767017,3,Multipages,Jour
1447,165531952429029,6,Page 2,Semaine
1448,165550284082411,5,Multipages,Weekend Jour
1449,165626761342608,5,Page 4,Semaine Jour
1450,165689170251541,0,Multipages,Pas de préférence
1451,165689262112242,9,Multipages,Semaine
1452,165710338448414,1,Page 3,Jour
1453,165712207787052,0,Multipages,Semaine Nuit
1454,165800009382899,0,Page 2,Semaine Nuit
1455,165842335924010,7,Page 4,Pas de préférence
1456,165986603926392,4,Page 6,Semaine Jour
1457,166036560190962,6,Multipages,Semaine Nuit
1458,166096647717133,5,Page 3,Semaine Jour
1459,166099722821299,7,Page 2,Semaine
1460,166106309764767,0,Multipages,Nuit
1461,166113598914341,9,Multipages,Semaine
1462,166137155944288,2,Multipages,Semaine
1463,166264944742132,2,Page 1,Nuit
1464,166437781910190,2,Peu intéressé,Semaine Nuit
1465,166456912718043,4,Page 4,Semaine Nuit
1466,166496454531641,4,Multipages,Semaine
1467,166543919797662,6,Peu intéressé,Semaine Jour
1468,166555500558074,2,Page 4,Weekend Nuit
1469,166568020478417,5,Peu intéressé,Semaine Nuit
1470,166638919608127,4,Page 3,Semaine Jour
1471,166873248068573,9,Multipages,Pas de préférence
1472,166894291094694,2,Multipages,Semaine Nuit
1473,166930458733270,10,Page 3,Semaine Jour
1474,166980367252498,2,Page 6,Weekend Nuit
1475,167111888524832,7,Page 5,Semaine
1476,167116260234959,3,Multipages,Semaine Jour
1477,167142208362552,6,Multipages,Pas de préférence
1478,167157308849965,0,Peu intéressé,Semaine Nuit
1479,167167265032638,0,Page 4,Semaine Nuit
1480,167170295483027,6,Page 4,Semaine
1481,167215438643867,11,Page 4,Jour
1482,167231038926250,2,Peu intéressé,Pas de préférence
1483,167232915206527,3,Peu intéressé,Semaine Nuit
1484,167317555970169,0,Multipages,Jour
1485,167395617303335,0,Multipages,Weekend Nuit
1486,167407012738155,3,Multipages,Weekend
1487,167447886653725,3,Page 2,Pas de préférence
1488,167474229599799,1,Multipages,Semaine Nuit
1489,167480231339553,4,Multipages,Semaine
1490,167623768199371,6,Multipages,Semaine Nuit
1491,167746003354302,2,Page 1,Nuit
1492,167835213942786,5,Multipages,Semaine
1493,167902612072418,8,Page 5,Semaine Nuit
1494,167952350255362,11,Peu intéressé,Semaine Jour
1495,168007389846769,0,Page 3,Nuit
1496,168012827083652,6,Peu intéressé,Pas de préférence
1497,168028699759208,2,Multipages,Nuit
1498,168029897085162,8,Peu intéressé,Semaine Nuit
1499,168084180558009,3,Page 3,Pas de préférence
1500,168097185044971,7,Multipages,Semaine Nuit
1501,168102205006161,9,Multipages,Semaine Nuit
1502,168164246522893,0,Page 6,Semaine Jour
1503,168185551999046,7,Peu intéressé,Semaine
1504,168243369253733,3,Multipages,Semaine Nuit
1505,168400381591039,0,Page 6,Semaine Nuit
1506,168406291504245,3,Page 1,Semaine Jour
1507,168478473693270,3,Page 6,Semaine Jour
1508,168572796148894,2,Page 1,Semaine
1509,168580266654564,3,Page 3,Semaine Jour
1510,168592686281794,5,Page 5,Weekend Jour
1511,168638923363923,2,Page 1,Semaine Jour
1512,168712644136414,6,Multipages,Nuit
1513,168754458739514,1,Page 1,Semaine Jour
1514,168788456596015,6,Multipages,Weekend
1515,168796656057638,3,Multipages,Semaine
1516,168877938921327,6,Page 2,Semaine Jour
1517,168896083682128,6,Page 4,Semaine
1518,168911231408112,2,Multipages,Semaine
1519,168938109972730,2,Page 6,Semaine
1520,168965411161524,2,Page 3,Semaine Nuit
1521,168980724013409,2,Page 3,Semaine
1522,169069781128855,2,Multipages,Semaine Nuit
1523,169102072177310,9,Multipages,Semaine Jour
1524,169115114428384,0,Page 1,Pas de préférence
1525,169121698458114,3,Multipages,Semaine Jour
1526,169189231384846,0,Multipages,Semaine Jour
1527,169281068109065,2,Page 5,Weekend Jour
1528,169349346242684,2,Page 4,Nuit
1529,169368830436565,0,Page 4,Weekend
1530,169371125629796,2,Multipages,Nuit
1531,169380867909333,7,Peu intéressé,Semaine Nuit
1532,169399403572448,7,Page 2,Weekend
1533,169404598413939,3,Page 4,Semaine
1534,169427855469096,3,Multipages,Semaine Nuit
1535,169523563965087,6,Page 4,Jour
1536,169590745595620,1,Peu intéressé,Nuit
1537,169765738353819,6,Multipages,Weekend Nuit
1538,169964003419077,4,Page 5,Semaine
1539,169996611194242,0,Multipages,Semaine
1540,170035737839315,7,Multipages,Semaine Jour
1541,170047552882393,4,Multipages,Semaine Nuit
1542,170074620626435,1,Peu intéressé,Semaine
1543,170088721048001,3,Multipages,Jour
1544,170118337165849,8,Page 3,Semaine Jour
1545,170204563369220,6,Page 3,Nuit
1546,170251594672829,3,Page 1,Semaine
1547,170350837074621,2,Page 2,Semaine Jour
1548,170401007843010,6,Multipages,Weekend
1549,170489748869252,2,Multipages,Semaine Nuit
1550,170507869521331,7,Page 6,Nuit
1551,170558026990413,10,Multipages,Pas de préférence
1552,170614912187722,0,Multipages,Semaine Jour
1553,170623006145559,1,Page 4,Semaine Jour
1554,170625684934719,11,Multipages,Semaine
1555,170748236335042,3,Page 5,Nuit
1556,170755513530457,6,Multipages,Semaine Nuit
1557,170773490622330,0,Multipages,Semaine Jour
1558,170798961854906,4,Multipages,Weekend Jour
1559,170861888186883,2,Page 6,Pas de préférence
1560,170895447265427,8,Page 3,Weekend Nuit
1561,170998325284144,8,Multipages,Pas de préférence
1562,171082511768143,6,Page 3,Semaine
1563,171111665624240,4,Page 3,Semaine Jour
1564,171123460452956,7,Page 6,Weekend Nuit
1565,171128735600657,3,Page 4,Semaine Nuit
1566,171132183012371,0,Page 3,Pas de préférence
1567,171159337611351,5,Multipages,Jour
1568,171217525926392,11,Multipages,Pas de préférence
1569,171237260511114,5,Page 1,Weekend Jour
1570,171241918319425,4,Page 3,Semaine Jour
1571,171294810054149,3,Multipages,Semaine Jour
1572,171344217210433,2,Multipages,Semaine Jour
1573,171413253054123,0,Multipages,Jour
1574,171451341226207,2,Multipages,Semaine
1575,171610805597915,9,Page 3,Semaine Jour
1576,171725562568773,2,Multipages,Weekend Jour
1577,171732428454403,11,Peu intéressé,Semaine Jour
1578,171734705330116,2,Multipages,Semaine Jour
1579,171760693427063,0,Page 2,Semaine Jour
1580,171876527247004,11,Page 4,Semaine Nuit
1581,171894053925347,0,Multipages,Semaine Jour
1582,171898074830348,3,Page 1,Semaine Jour
1583,171972365422113,6,Peu intéressé,Semaine Jour
1584,171985515021277,2,Multipages,Semaine Jour
1585,171996707143099,2,Page 3,Weekend Jour
1586,172015332280822,3,Page 6,Semaine Nuit
1587,172057300389216,3,Page 6,Semaine Nuit
1588,172090656919749,10,Page 4,Semaine Jour
1589,172097366608387,3,Page 3,Semaine Nuit
1590,172098552664304,3,Page 1,Weekend Jour
1591,172136663419470,2,Page 2,Semaine Jour
1592,172159830988086,4,Peu intéressé,Semaine Jour
1593,172192600392232,3,Multipages,Pas de préférence
1594,172199892080697,0,Page 5,Semaine
1595,172314992567146,0,Multipages,Semaine Nuit
1596,172317126340706,6,Page 3,Weekend Nuit
1597,172372218008467,2,Page 5,Semaine Nuit
1598,172430426215566,3,Multipages,Semaine
1599,172482125774362,5,Multipages,Nuit
1600,172534809644006,7,Page 4,Weekend Jour
1601,172593214706708,3,Page 5,Semaine Nuit
1602,172742365324506,2,Multipages,Semaine Nuit
1603,172860578465105,2,Multipages,Semaine Jour
1604,172914512739710,0,Page 4,Semaine Jour
1605,172921625520787,2,Multipages,Semaine
1606,172961603745471,9,Page 3,Semaine Nuit
1607,172984089300015,0,Page 3,Semaine
1608,173063021065894,5,Page 6,Semaine Nuit
1609,173171843062186,2,Page 5,Semaine Jour
1610,173186887806743,3,Page 2,Semaine
1611,173278803081755,1,Peu intéressé,Pas de préférence
1612,173326140646508,3,Page 4,Semaine Nuit
1613,173369789536088,9,Page 5,Weekend
1614,173392980249816,0,Multipages,Pas de préférence
1615,173418470074447,0,Multipages,Weekend
1616,173506390049213,3,Multipages,Semaine Nuit
1617,173539962222634,8,Multipages,Semaine Nuit
1618,173580665398304,0,Page 5,Semaine Nuit
1619,173597120024325,11,Multipages,Semaine
1620,173655445705121,9,Multipages,Pas de préférence
1621,173719920063610,0,Peu intéressé,Nuit
1622,173724896272176,3,Multipages,Weekend Nuit
1623,173747527088434,1,Multipages,Semaine Nuit
1624,173749149514686,8,Page 2,Semaine
1625,173759177847425,2,Multipages,Jour
1626,173899507599733,5,Page 3,Pas de préférence
1627,173912809912430,3,Multipages,Pas de préférence
1628,173921037768372,6,Page 6,Semaine Nuit
1629,173936122893282,0,Page 3,Semaine
1630,173944861485993,7,Page 1,Semaine Nuit
1631,174077136004928,7,Page 3,Semaine Nuit
1632,174109072543547,7,Page 5,Semaine Nuit
1633,174125465643608,11,Peu intéressé,Weekend Nuit
1634,174273263303170,3,Page 1,Weekend Nuit
1635,174281536719496,0,Page 5,Jour
1636,174298390667990,2,Multipages,Semaine Nuit
1637,174310909878251,2,Multipages,Nuit
1638,174315512768425,1,Multipages,Semaine Jour
1639,174359017552779,1,Multipages,Nuit
1640,174579006497513,7,Page 3,Semaine Nuit
1641,174654624549815,2,Page 3,Semaine Nuit
1642,174663313162580,6,Multipages,Jour
1643,174679096949185,0,Multipages,Weekend Nuit
1644,174740782634237,5,Multipages,Semaine Jour
1645,174889239041608,6,Multipages,Semaine
1646,174891870904225,5,Multipages,Nuit
1647,175048513645245,2,Page 2,Semaine Nuit
1648,175079276548770,0,Page 2,Nuit
1649,175141376792426,9,Page 4,Nuit
1650,175193733748964,6,Peu intéressé,Semaine Nuit
1651,175289051250593,2,Peu intéressé,Weekend Nuit
1652,175324657073825,0,Page 2,Nuit
1653,175377426807611,0,Page 4,Pas de préférence
1654,175438876643243,2,Page 2,Jour
1655,175453253835650,3,Multipages,Semaine
1656,175554332087466,2,Peu intéressé,Semaine Nuit
1657,175600801719141,8,Peu intéressé,Jour
1658,175699281483247,2,Page 6,Semaine Jour
1659,175780936201081,0,Page 2,Semaine
1660,175783305516725,6,Page 5,Semaine Jour
1661,175863165299769,3,Page 5,Semaine Jour
1662,175930927300841,0,Page 3,Semaine Jour
1663,176035752571272,6,Page 1,Semaine Nuit
1664,176052157451357,8,Page 2,Nuit
1665,176069368729859,0,Page 3,Weekend
1666,176142184267380,3,Multipages,Weekend Nuit
1667,176198238331585,5,Page 5,Semaine Nuit
1668,176238998412916,3,Page 2,Semaine Jour
1669,176289854233375,0,Page 2,Semaine Jour
1670,176299320839180,3,Multipages,Weekend Jour
1671,176411609268403,4,Page 1,Pas de préférence
1672,176445475769266,0,Page 6,Semaine Nuit
1673,176567090887541,6,Page 3,Jour
1674,176605145431446,8,Multipages,Semaine Nuit
1675,176680394528860,5,Page 4,Semaine Nuit
1676,176766325712675,11,Page 1,Semaine Nuit
1677,176795032696670,1,Multipages,Semaine Jour
1678,176846582973898,0,Page 1,Semaine Jour
1679,176859131071022,0,Page 5,Jour
1680,176884093216489,3,Multipages,Semaine
1681,176921513252224,2,Page 3,Semaine
1682,177005494344413,0,Multipages,Semaine
1683,177018710435487,3,Page 6,Semaine
1684,177112839159496,4,Multipages,Nuit
1685,177137390938458,3,Multipages,Semaine Nuit
1686,177141561484852,4,Multipages,Semaine Jour
1687,177161705939102,6,Multipages,Semaine
1688,177199402158977,6,Multipages,Semaine Jour
1689,177218165734871,11,Multipages,Semaine
1690,177298315994175,2,Page 6,Semaine Jour
1691,177309900229911,7,Page 1,Weekend
1692,177311703299535,3,Page 5,Semaine Jour
1693,177399393797602,0,Multipages,Semaine
1694,177414295801500,0,Multipages,Pas de préférence
1695,177418110630560,2,Peu intéressé,Pas de préférence
1696,177567915027792,3,Page 6,Weekend Nuit
1697,177611315785561,1,Multipages,Semaine Nuit
1698,177706677153450,2,Page 1,Semaine Nuit
1699,177731604719349,3,Multipages,Nuit
1700,177758623299456,0,Page 5,Semaine
1701,177780185678136,6,Peu intéressé,Semaine Jour
1702,177783230535502,2,Page 6,Weekend
1703,177855112672354,3,Page 2,Semaine Nuit
1704,177965445308709,0,Multipages,Weekend Nuit
1705,177995211535790,3,Peu intéressé,Weekend Nuit
1706,178061856347365,2,Peu intéressé,Weekend Nuit
1707,178095702457944,1,Page 2,Semaine Jour
1708,178170479721330,6,Multipages,Semaine
1709,178213443554989,9,Peu intéressé,Semaine
1710,178213814378593,3,Page 3,Semaine Jour
1711,178229357276767,3,Multipages,Semaine Nuit
1712,178318711079278,2,Peu intéressé,Weekend Jour
1713,178398737518326,6,Page 2,Semaine Nuit
1714,178412257847310,2,Page 4,Pas de préférence
1715,178427541985329,4,Peu intéressé,Semaine Nuit
1716,178481654276792,6,Page 1,Weekend Nuit
1717,178503341723998,0,Peu intéressé,Weekend
1718,178564657393545,10,Peu intéressé,Semaine Jour
1719,178598680898075,9,Multipages,Semaine Nuit
1720,178607949004302,0,Multipages,Pas de préférence
1721,178634395032421,8,Peu intéressé,Semaine Nuit
1722,178677678493614,6,Page 6,Semaine Jour
1723,178741914511559,5,Page 1,Semaine Jour
1724,178796221945122,6,Page 3,Semaine Nuit
1725,178803153320719,3,Multipages,Semaine Jour
1726,178803625874217,6,Multipages,Semaine Jour
1727,178814906783046,3,Multipages,Pas de préférence
1728,178832112008175,2,Multipages,Jour
1729,178877052164807,7,Multipages,Semaine
1730,179011011822826,6,Page 4,Semaine
1731,179137846457551,2,Page 2,Semaine
1732,179178638073933,9,Page 4,Semaine
1733,179199485916764,0,Page 2,Semaine Jour
1734,179217153852317,6,Peu intéressé,Jour
1735,179224798912841,5,Multipages,Weekend
1736,179279365838739,11,Multipages,Pas de préférence
1737,179346802179164,2,Page 4,Pas de préférence
1738,179354848313568,2,Page 3,Semaine Jour
1739,179374536064746,5,Page 4,Semaine
1740,179452643860761,2,Multipages,Semaine Jour
1741,179572582518346,3,Page 2,Semaine Jour
1742,179633445155912,3,Multipages,Semaine
1743,179726905269427,0,Page 5,Weekend Nuit
1744,179766526869780,0,Page 4,Semaine Nuit
1745,179850154700439,0,Page 6,Weekend Nuit
1746,179868473275495,11,Page 1,Semaine Nuit
1747,179903986808142,9,Page 1,Pas de préférence
1748,179916901771427,9,Multipages,Semaine Jour
1749,180002191532430,0,Multipages,Weekend Nuit
1750,180022946830838,4,Page 1,Semaine Jour
1751,180046842323172,2,Page 5,Semaine
1752,180062486083382,6,Page 4,Jour
1753,180114647731814,3,Peu intéressé,Semaine Jour
1754,180252495761769,0,Multipages,Semaine Jour
1755,180285435371520,7,Page 3,Pas de préférence
1756,180288052478264,10,Multipages,Semaine Jour
1757,180400557439774,0,Multipages,Weekend Jour
1758,180464850405412,0,Peu intéressé,Semaine
1759,180526437878703,7,Page 4,Semaine Nuit
1760,180600507807129,2,Multipages,Semaine Nuit
1761,180611933307394,2,Multipages,Semaine Jour
1762,180612582404665,3,Multipages,Semaine Nuit
1763,180699296253595,3,Page 6,Semaine Nuit
1764,180737130567116,2,Page 1,Pas de préférence
1765,180864528831693,3,Page 4,Semaine Nuit
1766,180989538249067,0,Page 5,Semaine Jour
1767,181140676262179,9,Peu intéressé,Nuit
1768,181266577650253,6,Multipages,Semaine Nuit
1769,181459202451326,10,Multipages,Semaine Nuit
1770,181478741783682,0,Page 4,Semaine
1771,181479287059692,0,Multipages,Semaine Nuit
1772,181519326459392,0,Multipages,Semaine Jour
1773,181547212624616,4,Multipages,Semaine Nuit
1774,181550656084835,3,Page 6,Semaine Nuit
1775,181603584003405,8,Page 1,Semaine Jour
1776,181626279889401,0,Multipages,Nuit
1777,181692328870643,2,Multipages,Semaine Nuit
1778,181751592273876,3,Page 2,Semaine
1779,181785252669713,3,Multipages,Semaine Nuit
1780,181919350669559,2,Multipages,Semaine Jour
1781,181996706100834,3,Page 3,Nuit
1782,182036383487471,10,Page 2,Semaine
1783,182101856646013,9,Multipages,Weekend Nuit
1784,182119065946642,1,Page 1,Semaine
1785,182120118323234,3,Page 4,Semaine Nuit
1786,182178368900413,9,Page 6,Weekend Jour
1787,182226038932549,9,Multipages,Semaine Jour
1788,182276388689169,2,Page 4,Jour
1789,182286868382533,5,Multipages,Jour
1790,182322616912628,0,Page 1,Semaine Jour
1791,182328053456095,3,Page 6,Pas de préférence
1792,182358584011351,4,Multipages,Pas de préférence
1793,182383997004672,6,Page 4,Weekend Jour
1794,182518778303855,10,Page 3,Semaine Nuit
1795,182576206470368,2,Page 6,Pas de préférence
1796,182618839529669,5,Page 6,Weekend Nuit
1797,182745558076351,6,Page 2,Semaine
1798,182822471044594,2,Page 3,Pas de préférence
1799,182985592269697,3,Page 4,Nuit
1800,183116895246520,11,Multipages,Nuit
1801,183220491485787,2,Multipages,Semaine
1802,183286069282482,3,Page 6,Pas de préférence
1803,183313993328619,3,Page 3,Semaine
1804,183320314079607,1,Multipages,Semaine
1805,183394492137054,5,Peu intéressé,Pas de préférence
1806,183432105344864,6,Peu intéressé,Semaine Jour
1807,183443066887871,2,Page 6,Nuit
1808,183494317037129,7,Multipages,Semaine Jour
1809,183526987133766,2,Multipages,Weekend Nuit
1810,183564467055245,0,Page 4,Jour
1811,183599263955369,2,Page 1,Semaine Nuit
1812,183601764500414,6,Multipages,Semaine Nuit
1813,183608677352605,6,Multipages,Pas de préférence
1814,183637695169442,2,Multipages,Semaine
1815,183687025853999,5,Peu intéressé,Semaine Nuit
1816,183706870463934,2,Multipages,Semaine Nuit
1817,183751608589708,0,Page 6,Nuit
1818,183760679185063,1,Multipages,Semaine Nuit
1819,183818344390906,10,Page 4,Semaine Jour
1820,183873853905898,2,Multipages,Semaine
1821,183944721028485,0,Peu intéressé,Pas de préférence
1822,183957064976912,0,Page 2,Jour
1823,183963366786950,0,Page 6,Semaine
1824,183970676897837,11,Multipages,Semaine
1825,184029806364799,8,Peu intéressé,Pas de préférence
1826,184039857928628,5,Multipages,Weekend
1827,184048590555395,11,Page 6,Jour
1828,184061815235263,10,Multipages,Semaine Jour
1829,184066288461483,2,Page 2,Weekend Nuit
1830,184072602788074,6,Multipages,Jour
1831,184116145776174,0,Page 6,Semaine Jour
1832,184124732170646,7,Page 3,Semaine
1833,184156173359186,3,Multipages,Semaine
1834,184194597835562,5,Page 6,Semaine Jour
1835,184225682596741,1,Page 4,Semaine Jour
1836,184236812802907,2,Page 4,Semaine Nuit
1837,184265130020164,3,Page 4,Semaine Jour
1838,184290319361330,3,Page 2,Semaine Nuit
1839,184398787798420,1,Page 2,Nuit
1840,184439302703936,8,Peu intéressé,Weekend Jour
1841,184454974357593,2,Multipages,Semaine Jour
1842,184460677706104,2,Page 4,Weekend Nuit
1843,184575092941163,0,Page 6,Semaine Jour
1844,184625553562204,0,Page 3,Semaine
1845,184642639567648,7,Page 1,Semaine Jour
1846,184649189911427,1,Multipages,Semaine Jour
1847,184655139095257,0,Page 2,Semaine Jour
1848,184659748709906,9,Page 1,Semaine Nuit
1849,184662225397961,2,Multipages,Semaine
1850,184669016610127,4,Peu intéressé,Pas de préférence
1851,184688061798589,0,Multipages,Semaine Nuit
1852,184702224192867,3,Page 3,Semaine Nuit
1853,184764155318890,6,Multipages,Semaine Nuit
1854,184807684192886,7,Page 3,Semaine
1855,184808225482566,6,Page 6,Semaine Nuit
1856,184823506204626,6,Page 3,Nuit
1857,184826703433516,1,Multipages,Pas de préférence
1858,185040437138809,3,Peu intéressé,Pas de préférence
1859,185043511649395,7,Multipages,Semaine Nuit
1860,185072317139268,4,Peu intéressé,Pas de préférence
1861,185123163949447,2,Page 1,Semaine Jour
1862,185286915966403,3,Multipages,Nuit
1863,185290141440651,10,Multipages,Semaine Jour
1864,185350111628342,3,Page 2,Semaine Jour
1865,185385880853331,4,Page 2,Weekend
1866,185390088093652,0,Page 2,Semaine Nuit
1867,185421971614695,6,Multipages,Pas de préférence
1868,185447159858212,3,Peu intéressé,Nuit
1869,185549698184630,3,Peu intéressé,Semaine Nuit
1870,185556010909127,10,Page 6,Jour
1871,185558903283928,8,Multipages,Semaine
1872,185565988094114,4,Page 4,Jour
1873,185568837502989,3,Page 4,Semaine
1874,185621654508175,6,Multipages,Weekend
1875,185629486313284,3,Peu intéressé,Weekend Jour
1876,185651402775869,0,Page 6,Semaine
1877,185671372025531,1,Multipages,Semaine Nuit
1878,185702278754031,5,Page 6,Semaine
1879,185746121756851,2,Multipages,Semaine Jour
1880,185810442078838,1,Multipages,Semaine Jour
1881,185830169091443,2,Peu intéressé,Pas de préférence
1882,185845972502991,0,Multipages,Semaine Nuit
1883,185946052496249,3,Page 3,Semaine Nuit
1884,186015744758561,6,Page 1,Pas de préférence
1885,186041248488629,11,Page 6,Semaine
1886,186043110235418,0,Page 5,Semaine Jour
1887,186087965833285,2,Peu intéressé,Pas de préférence
1888,186143262581955,0,Page 3,Jour
1889,186149248950686,6,Page 1,Semaine Nuit
1890,186222868826783,2,Multipages,Semaine Jour
1891,186259955205777,6,Peu intéressé,Semaine
1892,186293974335498,0,Peu intéressé,Semaine Nuit
1893,186420983858785,7,Page 5,Weekend
1894,186448193467489,11,Multipages,Semaine Nuit
1895,186570363136464,11,Peu intéressé,Semaine
1896,186605531923722,9,Multipages,Jour
1897,186623811486975,6,Multipages,Jour
1898,186706477199242,3,Multipages,Semaine Jour
1899,186720235301705,6,Multipages,Semaine Jour
1900,186771415543079,5,Page 6,Semaine Jour
1901,186804684112764,6,Multipages,Nuit
1902,186810755064689,3,Page 1,Semaine Nuit
1903,186883263437895,9,Page 3,Semaine Jour
1904,186977276331146,3,Multipages,Semaine Nuit
1905,187028450963119,6,Peu intéressé,Weekend Nuit
1906,187110016641726,6,Multipages,Nuit
1907,187140486872193,2,Page 4,Semaine
1908,187201879581665,3,Page 3,Semaine Nuit
1909,187209018350955,11,Page 3,Semaine
1910,187242956853159,2,Page 6,Semaine Nuit
1911,187243481235121,4,Page 4,Semaine
1912,187257106865658,5,Page 5,Pas de préférence
1913,187262133689551,11,Peu intéressé,Semaine Nuit
1914,187264950653511,7,Page 6,Semaine Nuit
1915,187301770236322,6,Multipages,Weekend Nuit
1916,187425625480226,6,Multipages,Semaine
1917,187520119027385,3,Page 1,Jour
1918,187533466240715,3,Page 4,Weekend Nuit
1919,187601056007044,7,Page 1,Pas de préférence
1920,187618594154981,2,Page 6,Semaine Jour
1921,187640387339739,3,Page 6,Nuit
1922,187740297235491,3,Peu intéressé,Weekend Jour
1923,187794142694990,8,Multipages,Weekend Jour
1924,187844173482634,2,Page 1,Semaine Jour
1925,187923276267332,7,Page 1,Semaine
1926,187962794932779,9,Multipages,Semaine
1927,188007361417714,9,Page 1,Nuit
1928,188092293064227,11,Multipages,Semaine Nuit
1929,188120269935881,6,Page 2,Semaine Jour
1930,188225213256045,10,Multipages,Semaine
1931,188285157060651,2,Page 2,Semaine Nuit
1932,188295604988723,6,Peu intéressé,Weekend Jour
1933,188307407141325,2,Page 2,Semaine
1934,188335014936893,3,Page 4,Semaine
1935,188339714073863,8,Multipages,Semaine Jour
1936,188340850300411,4,Page 6,Semaine
1937,188411351032615,5,Page 6,Nuit
1938,188454557551881,1,Peu intéressé,Weekend Jour
1939,188563117571919,9,Page 2,Semaine Jour
1940,188582181048487,7,Page 4,Semaine
1941,188630208010102,3,Page 4,Semaine
1942,188655522670166,3,Page 2,Semaine Nuit
1943,188675901642707,0,Page 3,Nuit
1944,188718765066519,11,Multipages,Nuit
1945,188786700280789,0,Page 1,Weekend Jour
1946,188793088030534,3,Peu intéressé,Semaine Nuit
1947,188838236994344,7,Multipages,Semaine Jour
1948,188868863172943,2,Page 1,Semaine
1949,188907986475853,5,Multipages,Semaine Nuit
1950,189041729298091,11,Page 6,Semaine
1951,189229190619962,11,Multipages,Weekend
1952,189231353186627,3,Page 1,Weekend Nuit
1953,189234274554641,5,Page 3,Pas de préférence
1954,189250307439730,7,Multipages,Semaine
1955,189258531755963,9,Page 5,Semaine Jour
1956,189267465707796,0,Multipages,Semaine Jour
1957,189272881721264,3,Page 5,Weekend Nuit
1958,189315616159188,6,Multipages,Semaine
1959,189349515599997,2,Peu intéressé,Semaine
1960,189395255259565,2,Page 6,Pas de préférence
1961,189470163497679,5,Peu intéressé,Pas de préférence
1962,189517528845967,2,Page 4,Semaine
1963,189556455913036,0,Peu intéressé,Nuit
1964,189587830657792,3,Page 6,Semaine Nuit
1965,189606606309924,6,Page 5,Pas de préférence
1966,189667710044763,9,Page 5,Semaine Nuit
1967,189736464371537,2,Multipages,Pas de préférence
1968,189753253978499,7,Page 1,Weekend Nuit
1969,189754386708573,3,Multipages,Semaine Nuit
1970,189824304657383,2,Multipages,Semaine Jour
1971,189833083033188,4,Page 1,Jour
1972,189893699367761,3,Page 2,Semaine
1973,189932370785931,3,Multipages,Semaine
1974,189941388113712,3,Peu intéressé,Weekend Nuit
1975,189964105338263,9,Page 4,Semaine Jour
1976,190013238202767,6,Page 6,Semaine Nuit
1977,190055143614169,8,Page 1,Weekend Jour
1978,190068469055443,10,Multipages,Semaine Nuit
1979,190091705044758,0,Multipages,Semaine
1980,190145167545237,2,Page 5,Semaine Nuit
1981,190177659219626,11,Multipages,Weekend
1982,190197384736917,0,Multipages,Semaine Nuit
1983,190261440491906,6,Multipages,Semaine
1984,190266188140856,1,Peu intéressé,Semaine
1985,190319047128381,0,Peu intéressé,Weekend Nuit
1986,190426766271046,0,Multipages,Nuit
1987,190436268530339,3,Multipages,Semaine Jour
1988,190462291179827,5,Page 3,Semaine Nuit
1989,190463191927423,8,Page 5,Semaine Jour
1990,190510505997512,2,Multipages,Semaine
1991,190513275345710,2,Multipages,Semaine Nuit
1992,190538642418252,3,Page 6,Semaine Nuit
1993,190544610403282,3,Multipages,Semaine
1994,190618067802899,3,Page 5,Semaine
1995,190656332527035,11,Page 1,Semaine Jour
1996,190669014774670,3,Page 3,Semaine
1997,190732609452454,3,Peu intéressé,Semaine Nuit
1998,190790536342602,0,Multipages,Pas de préférence
1999,190850390348584,9,Page 5,Semaine Jour
2000,190887355953357,4,Multipages,Semaine Jour
2001,190929772176132,3,Page 1,Weekend Jour
2002,190952153292634,3,Multipages,Nuit
2003,191010688284891,2,Multipages,Jour
2004,191031448309353,5,Multipages,Weekend Nuit
