,session_id,session_started_at,session_ended_at,user_id,device_type,device_browser,device_operating_system,device_language,country,session_duration,session_weekday,day_period,time_btw_sessions
3796,3576248508.0,2023-07-20 16:55:47,2023-07-20 17:43:20,151690700307581,desktop,google,windows,,FR,0 days 00:47:33,3,afternoon,106 days 07:06:34
3797,2606106376.0,2023-08-06 10:22:40,2023-08-06 11:02:53,151690700307581,desktop,google,windows,,FR,0 days 00:40:13,6,morning,16 days 16:39:20
3798,4165116000.0,2023-08-11 02:51:09,2023-08-11 03:12:59,151690700307581,desktop,google,windows,,FR,0 days 00:21:50,4,night,4 days 15:48:16
3799,3423188936.0,2023-10-03 23:53:04,2023-10-04 00:10:15,151690700307581,desktop,google,windows,,FR,0 days 00:17:11,1,evening,53 days 20:40:05
3800,4091178734.0,2023-03-10 23:20:28,2023-03-11 00:00:30,151697475192541,desktop,bing,windows,,FR,0 days 00:40:02,4,evening,
3801,1261732812.0,2023-08-30 12:04:10,2023-08-30 13:01:20,151697475192541,desktop,bing,windows,,FR,0 days 00:57:10,2,afternoon,172 days 12:03:40
3802,4288444055.0,2023-10-29 17:48:02,2023-10-29 17:54:46,151697475192541,desktop,bing,windows,,FR,0 days 00:06:44,6,afternoon,60 days 04:46:42
3803,562178560.0,2023-02-20 20:51:30,2023-02-20 21:11:26,151705317623805,desktop,bing,windows,,FR,0 days 00:19:56,0,evening,
3804,1348200480.0,2023-06-07 10:38:27,2023-06-07 11:25:45,151705317623805,desktop,bing,windows,,FR,0 days 00:47:18,2,morning,106 days 13:27:01
3805,3702200514.0,2023-08-13 18:57:10,2023-08-13 19:34:17,151705317623805,desktop,bing,windows,,FR,0 days 00:37:07,6,evening,67 days 07:31:25
3806,3528727056.0,2023-10-12 05:40:14,2023-10-12 06:02:51,151705317623805,desktop,bing,windows,,FR,0 days 00:22:37,3,night,59 days 10:05:57
3807,3170521437.0,2023-04-07 18:38:47,2023-04-07 18:58:22,151812457164214,desktop,bing,windows,,,0 days 00:19:35,4,evening,
3808,3905863019.0,2023-07-20 17:35:57,2023-07-20 17:46:54,151812457164214,desktop,bing,windows,,,0 days 00:10:57,3,afternoon,103 days 22:37:35
3809,1181359180.0,2023-12-27 12:25:16,2023-12-27 12:37:28,151812457164214,desktop,bing,windows,,,0 days 00:12:12,2,afternoon,159 days 18:38:22
3810,467259253.0,2023-12-29 13:02:32,2023-12-29 13:03:08,151812457164214,desktop,bing,windows,,,0 days 00:00:36,4,afternoon,2 days 00:25:04
3811,2437019159.0,2023-01-11 09:59:38,2023-01-11 10:02:48,151813153559906,mobile,bing,ios,,FR,0 days 00:03:10,2,morning,
3812,3493930121.0,2023-09-14 18:48:59,2023-09-14 19:47:35,151813153559906,mobile,bing,ios,,FR,0 days 00:58:36,3,evening,246 days 08:46:11
3813,50738362.0,2023-12-23 06:54:09,2023-12-23 07:00:14,151813153559906,mobile,bing,ios,,FR,0 days 00:06:05,5,morning,99 days 11:06:34
3814,945748377.0,2023-03-21 05:05:59,2023-03-21 05:44:04,151823908724097,mobile,,ios,FR,FR,0 days 00:38:05,1,night,
3815,3502072826.0,2023-08-03 20:00:22,2023-08-03 20:39:45,151823908724097,mobile,,ios,FR,FR,0 days 00:39:23,3,evening,135 days 14:16:18
3816,2790571439.0,2023-02-09 14:56:27,2023-02-09 14:58:02,151854458022366,mobile,,ios,,,0 days 00:01:35,3,afternoon,
3817,16055380.0,2023-03-17 20:37:19,2023-03-17 20:57:01,151854458022366,mobile,,ios,,,0 days 00:19:42,4,evening,36 days 05:39:17
3818,4061442605.0,2023-03-24 15:29:18,2023-03-24 16:15:04,151854458022366,mobile,,ios,,,0 days 00:45:46,4,afternoon,6 days 18:32:17
3819,2567458433.0,2023-03-25 04:59:19,2023-03-25 05:20:44,151854458022366,mobile,,ios,,,0 days 00:21:25,5,night,0 days 12:44:15
3820,2660650638.0,2023-11-16 10:38:53,2023-11-16 11:28:45,151854458022366,mobile,,ios,,,0 days 00:49:52,3,morning,236 days 05:18:09
3821,3852224598.0,2023-01-27 13:51:25,2023-01-27 14:22:22,151969576454505,desktop,google,windows,,FR,0 days 00:30:57,4,afternoon,
3822,3921285696.0,2023-05-01 23:09:27,2023-05-02 00:05:11,151969576454505,desktop,google,windows,,FR,0 days 00:55:44,0,evening,94 days 08:47:05
3823,3448421156.0,2023-09-12 05:38:48,2023-09-12 05:45:10,151969576454505,desktop,google,windows,,FR,0 days 00:06:22,1,night,133 days 05:33:37
3824,72052263.0,2023-09-25 02:44:43,2023-09-25 03:39:57,151969576454505,desktop,google,windows,,FR,0 days 00:55:14,0,night,12 days 20:59:33
3825,2197468541.0,2023-11-06 22:28:45,2023-11-06 23:05:52,151969576454505,desktop,google,windows,,FR,0 days 00:37:07,0,evening,42 days 18:48:48
3826,749247301.0,2023-01-06 07:01:27,2023-01-06 07:15:21,151971722655515,desktop,google,windows,,FR,0 days 00:13:54,4,morning,
3827,4047140335.0,2023-01-15 09:58:23,2023-01-15 10:41:42,151971722655515,desktop,google,windows,,FR,0 days 00:43:19,6,morning,9 days 02:43:02
3828,309677404.0,2023-12-22 19:15:34,2023-12-22 19:56:23,151971722655515,desktop,google,windows,,FR,0 days 00:40:49,4,evening,341 days 08:33:52
3829,2286885848.0,2023-10-11 07:30:37,2023-10-11 07:36:57,152088781158531,mobile,google,android,EN,,0 days 00:06:20,2,morning,
3830,2314381412.0,2023-03-07 09:52:55,2023-03-07 10:30:21,152115100636633,mobile,yahoo,ios,EN,,0 days 00:37:26,1,morning,
3831,2312733226.0,2023-03-17 23:25:14,2023-03-18 00:11:40,152115100636633,mobile,yahoo,ios,EN,,0 days 00:46:26,4,evening,10 days 12:54:53
3832,11313143.0,2023-04-24 19:09:46,2023-04-24 19:42:47,152115100636633,mobile,yahoo,ios,EN,,0 days 00:33:01,0,evening,37 days 18:58:06
3833,917682608.0,2023-06-17 07:35:26,2023-06-17 07:50:38,152115100636633,mobile,yahoo,ios,EN,,0 days 00:15:12,5,morning,53 days 11:52:39
3834,3642227919.0,2023-12-29 05:51:18,2023-12-29 06:21:56,152115100636633,mobile,yahoo,ios,EN,,0 days 00:30:38,4,night,194 days 22:00:40
3835,339190811.0,2023-04-10 18:28:38,2023-04-10 19:24:52,152156078504135,mobile,google,ios,FR,FR,0 days 00:56:14,0,evening,
3836,2497684162.0,2023-06-08 01:32:24,2023-06-08 02:20:40,152156078504135,mobile,google,ios,FR,FR,0 days 00:48:16,3,night,58 days 06:07:32
3837,414015695.0,2023-07-02 08:42:16,2023-07-02 09:27:35,152156078504135,mobile,google,ios,FR,FR,0 days 00:45:19,6,morning,24 days 06:21:36
3838,154325301.0,2023-08-19 00:03:20,2023-08-19 00:37:21,152156078504135,mobile,google,ios,FR,FR,0 days 00:34:01,5,night,47 days 14:35:45
3839,3827097053.0,2023-12-02 02:39:53,2023-12-02 03:07:21,152156078504135,mobile,google,ios,FR,FR,0 days 00:27:28,5,night,105 days 02:02:32
3840,1443252610.0,2023-12-22 23:45:38,2023-12-22 23:55:05,152156078504135,mobile,google,ios,FR,FR,0 days 00:09:27,4,evening,20 days 20:38:17
3841,4041153431.0,2023-01-05 19:00:19,2023-01-05 19:49:08,152172192943676,,google,,,FR,0 days 00:48:49,3,evening,
3842,3612375257.0,2023-05-08 07:27:51,2023-05-08 07:41:31,152172192943676,,google,,,FR,0 days 00:13:40,0,morning,122 days 11:38:43
3843,2332724276.0,2023-05-16 06:27:04,2023-05-16 06:38:11,152172192943676,,google,,,FR,0 days 00:11:07,1,morning,7 days 22:45:33
3844,113741176.0,2023-04-07 00:32:28,2023-04-07 01:04:45,152236027212410,mobile,bing,ios,FR,FR,0 days 00:32:17,4,night,
3845,76472780.0,2023-04-07 04:23:08,2023-04-07 04:53:00,152236027212410,mobile,bing,ios,FR,FR,0 days 00:29:52,4,night,0 days 03:18:23
3846,1740914812.0,2023-10-18 07:38:41,2023-10-18 08:19:38,152236027212410,mobile,bing,ios,FR,FR,0 days 00:40:57,2,morning,194 days 02:45:41
3847,3560469774.0,2023-11-07 12:01:04,2023-11-07 12:51:23,152236027212410,mobile,bing,ios,FR,FR,0 days 00:50:19,1,afternoon,20 days 03:41:26
3848,4211609540.0,2023-02-24 01:34:23,2023-02-24 01:56:21,152254755867820,desktop,bing,windows,,FR,0 days 00:21:58,4,night,
3849,647453614.0,2023-03-03 08:06:35,2023-03-03 08:11:37,152254755867820,desktop,bing,windows,,FR,0 days 00:05:02,4,morning,7 days 06:10:14
3850,3038529898.0,2023-03-27 17:06:03,2023-03-27 17:17:25,152254755867820,desktop,bing,windows,,FR,0 days 00:11:22,0,afternoon,24 days 08:54:26
3851,2430372564.0,2023-08-18 23:50:31,2023-08-19 00:27:51,152254755867820,desktop,bing,windows,,FR,0 days 00:37:20,4,evening,144 days 06:33:06
3852,898675096.0,2023-12-22 06:43:36,2023-12-22 06:48:16,152254755867820,desktop,bing,windows,,FR,0 days 00:04:40,4,morning,125 days 06:15:45
3853,2050283140.0,2023-05-16 06:19:55,2023-05-16 06:56:45,152367198876995,desktop,google,windows,,,0 days 00:36:50,1,morning,
3854,3446342230.0,2023-07-22 00:51:37,2023-07-22 01:16:58,152367198876995,desktop,google,windows,,,0 days 00:25:21,5,night,66 days 17:54:52
3855,2726056926.0,2023-12-14 19:13:52,2023-12-14 19:28:27,152367198876995,desktop,google,windows,,,0 days 00:14:35,3,evening,145 days 17:56:54
3856,148975389.0,2023-02-05 14:15:29,2023-02-05 14:44:35,152391458949282,mobile,google,ios,FR,FR,0 days 00:29:06,6,afternoon,
3857,3279147442.0,2023-02-24 00:47:39,2023-02-24 01:43:35,152391458949282,mobile,google,ios,FR,FR,0 days 00:55:56,4,night,18 days 10:03:04
3858,4133898982.0,2023-04-20 10:06:43,2023-04-20 10:14:10,152391458949282,mobile,google,ios,FR,FR,0 days 00:07:27,3,morning,55 days 08:23:08
3859,686215910.0,2023-04-22 16:26:58,2023-04-22 16:58:18,152412449739471,desktop,,windows,,FR,0 days 00:31:20,5,afternoon,
3860,324440625.0,2023-07-06 12:53:57,2023-07-06 12:56:37,152412449739471,desktop,,windows,,FR,0 days 00:02:40,3,afternoon,74 days 19:55:39
3861,892898717.0,2023-10-29 20:44:27,2023-10-29 21:24:00,152412449739471,desktop,,windows,,FR,0 days 00:39:33,6,evening,115 days 07:47:50
3862,3409270376.0,2023-03-24 16:24:25,2023-03-24 16:25:54,152518016823533,mobile,google,ios,FR,,0 days 00:01:29,4,afternoon,
3863,1248827533.0,2023-05-15 18:13:38,2023-05-15 18:43:29,152518016823533,mobile,google,ios,FR,,0 days 00:29:51,0,evening,52 days 01:47:44
3864,2307564844.0,2023-06-06 16:23:37,2023-06-06 16:29:16,152518016823533,mobile,google,ios,FR,,0 days 00:05:39,1,afternoon,21 days 21:40:08
3865,2875750897.0,2023-04-01 07:15:36,2023-04-01 08:05:08,152537119682129,desktop,google,windows,,FR,0 days 00:49:32,5,morning,
3866,1711835410.0,2023-06-03 21:44:15,2023-06-03 22:29:59,152537119682129,desktop,google,windows,,FR,0 days 00:45:44,5,evening,63 days 13:39:07
3867,1196933328.0,2023-06-11 00:48:04,2023-06-11 00:54:01,152621318125191,mobile,google,ios,FR,FR,0 days 00:05:57,6,night,
3868,2884965796.0,2023-06-18 03:02:53,2023-06-18 03:21:44,152621318125191,mobile,google,ios,FR,FR,0 days 00:18:51,6,night,7 days 02:08:52
3869,2470191594.0,2023-07-06 14:43:20,2023-07-06 15:01:44,152621318125191,mobile,google,ios,FR,FR,0 days 00:18:24,3,afternoon,18 days 11:21:36
3870,,2023-07-02 11:12:25,2023-07-02 12:01:25,152626387109437,mobile,google,ios,EN,FR,0 days 00:49:00,6,morning,
3871,1444430544.0,2023-03-07 03:15:51,2023-03-07 03:30:56,152685271538966,mobile,google,android,FR,FR,0 days 00:15:05,1,night,
3872,230232293.0,2023-04-05 10:32:18,2023-04-05 11:14:35,152685271538966,mobile,google,android,FR,FR,0 days 00:42:17,2,morning,29 days 07:01:22
3873,1241885906.0,2023-03-22 05:21:23,2023-03-22 05:47:04,152691939896808,mobile,google,android,FR,FR,0 days 00:25:41,2,night,
3874,3444431388.0,2023-08-14 16:41:22,2023-08-14 17:18:37,152691939896808,mobile,google,android,FR,FR,0 days 00:37:15,0,afternoon,145 days 10:54:18
3875,1145907426.0,2023-10-25 08:36:16,2023-10-25 09:00:51,152691939896808,mobile,google,android,FR,FR,0 days 00:24:35,2,morning,71 days 15:17:39
3876,,2023-03-04 07:33:14,2023-03-04 07:38:22,152705733305714,desktop,,windows,,FR,0 days 00:05:08,5,morning,
3877,,2023-06-27 00:03:45,2023-06-27 00:34:23,152705733305714,desktop,,windows,,FR,0 days 00:30:38,1,night,114 days 16:25:23
3878,,2023-10-31 17:57:51,2023-10-31 18:34:48,152705733305714,desktop,,windows,,FR,0 days 00:36:57,1,afternoon,126 days 17:23:28
3879,116902404.0,2023-03-01 12:54:32,2023-03-01 13:37:23,152761837795363,mobile,bing,ios,FR,FR,0 days 00:42:51,2,afternoon,
3880,1658896506.0,2023-06-01 13:53:18,2023-06-01 14:39:29,152761837795363,mobile,bing,ios,FR,FR,0 days 00:46:11,3,afternoon,92 days 00:15:55
3881,3101774275.0,2023-10-17 02:37:42,2023-10-17 03:01:35,152761837795363,mobile,bing,ios,FR,FR,0 days 00:23:53,1,night,137 days 11:58:13
3882,,2023-01-25 13:49:20,2023-01-25 14:29:22,152806875085687,mobile,,android,FR,,0 days 00:40:02,2,afternoon,
3883,,2023-10-06 09:45:16,2023-10-06 09:51:58,152806875085687,mobile,,android,FR,,0 days 00:06:42,4,morning,253 days 19:15:54
3884,2298624149.0,2023-01-19 19:30:50,2023-01-19 20:16:58,152885677026812,mobile,google,android,FR,UK,0 days 00:46:08,3,evening,
3885,3150019959.0,2023-03-03 12:10:51,2023-03-03 12:29:16,152885677026812,mobile,google,android,FR,UK,0 days 00:18:25,4,afternoon,42 days 15:53:53
3886,3346423846.0,2023-03-05 07:51:07,2023-03-05 08:11:55,152885677026812,mobile,google,android,FR,UK,0 days 00:20:48,6,morning,1 days 19:21:51
3887,2256471388.0,2023-03-13 16:35:57,2023-03-13 16:52:43,152885677026812,mobile,google,android,FR,UK,0 days 00:16:46,0,afternoon,8 days 08:24:02
3888,792103691.0,2023-12-09 00:18:25,2023-12-09 01:07:16,152885677026812,mobile,google,android,FR,UK,0 days 00:48:51,5,night,270 days 07:25:42
3889,2470664484.0,2023-01-19 06:08:17,2023-01-19 06:22:04,152925828312253,mobile,google,ios,,,0 days 00:13:47,3,morning,
3890,3586895307.0,2023-04-12 03:43:04,2023-04-12 03:57:14,152925828312253,mobile,google,ios,,,0 days 00:14:10,2,night,82 days 21:21:00
3891,4022599284.0,2023-05-08 16:49:17,2023-05-08 17:02:53,152925828312253,mobile,google,ios,,,0 days 00:13:36,0,afternoon,26 days 12:52:03
3892,2929037808.0,2023-06-01 05:24:37,2023-06-01 05:38:41,152925828312253,mobile,google,ios,,,0 days 00:14:04,3,night,23 days 12:21:44
3893,1087104874.0,2023-06-05 08:49:41,2023-06-05 09:30:41,152925828312253,mobile,google,ios,,,0 days 00:41:00,0,morning,4 days 03:11:00
3894,2253423227.0,2023-08-14 02:47:08,2023-08-14 02:54:00,152943254908852,desktop,bing,windows,,FR,0 days 00:06:52,0,night,
3895,4110328964.0,2023-08-25 09:12:57,2023-08-25 09:19:26,152943254908852,desktop,bing,windows,,FR,0 days 00:06:29,4,morning,11 days 06:18:57
3896,2949199336.0,2023-01-14 04:34:09,2023-01-14 04:40:14,152959607626941,mobile,google,ios,FR,FR,0 days 00:06:05,5,night,
3897,2862181440.0,2023-02-26 04:57:17,2023-02-26 05:09:15,152959607626941,mobile,google,ios,FR,FR,0 days 00:11:58,6,night,43 days 00:17:03
3898,2481869823.0,2023-05-16 07:36:51,2023-05-16 08:03:41,152959607626941,mobile,google,ios,FR,FR,0 days 00:26:50,1,morning,79 days 02:27:36
3899,1845786538.0,2023-06-17 18:42:32,2023-06-17 18:57:34,152959607626941,mobile,google,ios,FR,FR,0 days 00:15:02,5,evening,32 days 10:38:51
3900,1530750804.0,2023-12-21 08:19:44,2023-12-21 08:52:56,152959607626941,mobile,google,ios,FR,FR,0 days 00:33:12,3,morning,186 days 13:22:10
3901,2310818907.0,2023-04-26 00:45:31,2023-04-26 01:36:41,152978557556091,desktop,google,windows,,FR,0 days 00:51:10,2,night,
3902,494060929.0,2023-08-18 09:24:09,2023-08-18 10:07:16,152978557556091,desktop,google,windows,,FR,0 days 00:43:07,4,morning,114 days 07:47:28
3903,599244781.0,2023-02-22 15:42:29,2023-02-22 15:53:36,153094007880744,,google,,,,0 days 00:11:07,2,afternoon,
3904,598508719.0,2023-10-02 21:26:57,2023-10-02 21:29:13,153094007880744,,google,,,,0 days 00:02:16,0,evening,222 days 05:33:21
3905,2959662468.0,2023-11-27 00:00:44,2023-11-27 00:14:16,153094007880744,,google,,,,0 days 00:13:32,0,night,55 days 02:31:31
3906,623882801.0,2023-03-01 10:07:50,2023-03-01 10:50:16,153112977239802,mobile,yahoo,ios,EN,FR,0 days 00:42:26,2,morning,
3907,3004424399.0,2023-10-21 09:36:57,2023-10-21 10:24:41,153112977239802,mobile,yahoo,ios,EN,FR,0 days 00:47:44,5,morning,233 days 22:46:41
3908,3577388044.0,2023-05-31 10:56:28,2023-05-31 11:19:40,153212098992761,desktop,,windows,,FR,0 days 00:23:12,2,morning,
3909,2922005148.0,2023-07-12 11:41:32,2023-07-12 12:02:13,153264925437201,mobile,google,android,EN,FR,0 days 00:20:41,2,morning,
3910,406824216.0,2023-07-16 20:52:26,2023-07-16 21:39:49,153336432509530,mobile,google,ios,FR,FR,0 days 00:47:23,6,evening,
3911,4012322405.0,2023-07-27 11:10:28,2023-07-27 11:19:59,153336432509530,mobile,google,ios,FR,FR,0 days 00:09:31,3,morning,10 days 13:30:39
3912,122456253.0,2023-09-29 14:22:06,2023-09-29 14:42:25,153336432509530,mobile,google,ios,FR,FR,0 days 00:20:19,4,afternoon,64 days 03:02:07
3913,1890122170.0,2023-12-19 22:15:29,2023-12-19 23:00:39,153336432509530,mobile,google,ios,FR,FR,0 days 00:45:10,1,evening,81 days 07:33:04
3914,889889809.0,2023-03-13 16:23:43,2023-03-13 17:19:58,153362460562260,desktop,,windows,,,0 days 00:56:15,0,afternoon,
3915,3267104200.0,2023-07-10 04:32:12,2023-07-10 05:24:52,153362460562260,desktop,,windows,,,0 days 00:52:40,0,night,118 days 11:12:14
3916,1632217623.0,2023-06-03 11:19:16,2023-06-03 11:59:05,153379423165921,mobile,,ios,EN,FR,0 days 00:39:49,5,morning,
3917,2238685135.0,2023-11-06 00:39:55,2023-11-06 01:14:48,153381023494594,mobile,google,ios,FR,FR,0 days 00:34:53,0,night,
3918,1727664547.0,2023-12-22 19:18:14,2023-12-22 20:08:17,153381023494594,mobile,google,ios,FR,FR,0 days 00:50:03,4,evening,46 days 18:03:26
3919,2942372286.0,2023-04-08 21:36:25,2023-04-08 22:12:47,153405226377260,mobile,google,ios,FR,FR,0 days 00:36:22,5,evening,
3920,4180054989.0,2023-06-17 04:23:17,2023-06-17 04:46:09,153405226377260,mobile,google,ios,FR,FR,0 days 00:22:52,5,night,69 days 06:10:30
3921,2357394219.0,2023-11-01 04:13:26,2023-11-01 05:04:25,153405226377260,mobile,google,ios,FR,FR,0 days 00:50:59,2,night,136 days 23:27:17
3922,276104258.0,2023-01-27 23:04:27,2023-01-28 00:03:51,153406610803686,mobile,google,android,FR,FR,0 days 00:59:24,4,evening,
3923,750814354.0,2023-02-21 18:08:15,2023-02-21 18:34:57,153406610803686,mobile,google,android,FR,FR,0 days 00:26:42,1,evening,24 days 18:04:24
3924,3987746571.0,2023-05-21 08:45:37,2023-05-21 09:05:31,153406610803686,mobile,google,android,FR,FR,0 days 00:19:54,6,morning,88 days 14:10:40
3925,661250703.0,2023-09-03 16:21:51,2023-09-03 16:44:12,153406610803686,mobile,google,android,FR,FR,0 days 00:22:21,6,afternoon,105 days 07:16:20
3926,655659094.0,2023-11-29 22:43:57,2023-11-29 22:45:50,153406610803686,mobile,google,android,FR,FR,0 days 00:01:53,2,evening,87 days 05:59:45
3927,2713279697.0,2023-03-11 11:14:19,2023-03-11 12:10:53,153408297401981,mobile,yahoo,ios,EN,FR,0 days 00:56:34,5,morning,
3928,294585320.0,2023-04-04 19:08:42,2023-04-04 19:43:20,153408297401981,mobile,yahoo,ios,EN,FR,0 days 00:34:38,1,evening,24 days 06:57:49
3929,1154608718.0,2023-10-20 09:25:19,2023-10-20 09:37:18,153408297401981,mobile,yahoo,ios,EN,FR,0 days 00:11:59,4,morning,198 days 13:41:59
3930,1845416918.0,2023-12-14 18:09:23,2023-12-14 18:42:03,153408297401981,mobile,yahoo,ios,EN,FR,0 days 00:32:40,3,evening,55 days 08:32:05
3931,,2023-01-08 18:03:52,2023-01-08 18:32:11,153428325341414,desktop,google,windows,,FR,0 days 00:28:19,6,evening,
3932,,2023-02-18 05:01:46,2023-02-18 05:27:46,153428325341414,desktop,google,windows,,FR,0 days 00:26:00,5,night,40 days 10:29:35
3933,,2023-02-22 19:23:49,2023-02-22 19:42:12,153428325341414,desktop,google,windows,,FR,0 days 00:18:23,2,evening,4 days 13:56:03
3934,,2023-05-06 07:25:30,2023-05-06 07:46:18,153428325341414,desktop,google,windows,,FR,0 days 00:20:48,5,morning,72 days 11:43:18
3935,,2023-07-12 05:47:12,2023-07-12 05:50:12,153428325341414,desktop,google,windows,,FR,0 days 00:03:00,2,night,66 days 22:00:54
3936,,2023-07-19 13:50:29,2023-07-19 14:39:54,153428325341414,desktop,google,windows,,FR,0 days 00:49:25,2,afternoon,7 days 08:00:17
3937,,2023-09-10 14:59:27,2023-09-10 15:29:10,153428325341414,desktop,google,windows,,FR,0 days 00:29:43,6,afternoon,53 days 00:19:33
3938,,2023-10-16 15:17:22,2023-10-16 15:57:30,153428325341414,desktop,google,windows,,FR,0 days 00:40:08,0,afternoon,35 days 23:48:12
3939,2151740652.0,2023-05-29 19:54:02,2023-05-29 20:33:20,153477413533205,mobile,google,ios,FR,FR,0 days 00:39:18,0,evening,
3940,4267530630.0,2023-06-05 08:06:02,2023-06-05 08:57:09,153477413533205,mobile,google,ios,FR,FR,0 days 00:51:07,0,morning,6 days 11:32:42
3941,3446514153.0,2023-09-29 14:43:11,2023-09-29 15:39:59,153477413533205,mobile,google,ios,FR,FR,0 days 00:56:48,4,afternoon,116 days 05:46:02
3942,1354263826.0,2023-10-18 18:15:37,2023-10-18 18:24:05,153477413533205,mobile,google,ios,FR,FR,0 days 00:08:28,2,evening,19 days 02:35:38
3943,4040095578.0,2023-11-28 11:42:11,2023-11-28 12:36:52,153477413533205,mobile,google,ios,FR,FR,0 days 00:54:41,1,morning,40 days 17:18:06
3944,1935625533.0,2023-01-15 19:32:35,2023-01-15 19:55:53,153489946628517,desktop,google,windows,,SP,0 days 00:23:18,6,evening,
3945,1696101975.0,2023-02-08 16:58:53,2023-02-08 17:41:00,153489946628517,desktop,google,windows,,SP,0 days 00:42:07,2,afternoon,23 days 21:03:00
3946,2030727648.0,2023-05-11 05:26:26,2023-05-11 05:47:43,153502421828951,mobile,google,ios,EN,FR,0 days 00:21:17,3,night,
3947,3130539605.0,2023-07-06 00:26:49,2023-07-06 01:00:51,153502421828951,mobile,google,ios,EN,FR,0 days 00:34:02,3,night,55 days 18:39:06
3948,419109222.0,2023-09-22 08:05:20,2023-09-22 08:35:50,153502421828951,mobile,google,ios,EN,FR,0 days 00:30:30,4,morning,78 days 07:04:29
3949,770673175.0,2023-03-08 02:35:48,2023-03-08 03:27:55,153550299489794,mobile,bing,ios,FR,FR,0 days 00:52:07,2,night,
3950,1938326094.0,2023-05-23 12:30:40,2023-05-23 13:08:29,153550299489794,mobile,bing,ios,FR,FR,0 days 00:37:49,1,afternoon,76 days 09:02:45
3951,829298167.0,2023-08-08 16:40:09,2023-08-08 17:05:39,153550299489794,mobile,bing,ios,FR,FR,0 days 00:25:30,1,afternoon,77 days 03:31:40
3952,2050534536.0,2023-10-22 14:53:34,2023-10-22 15:35:08,153550299489794,mobile,bing,ios,FR,FR,0 days 00:41:34,6,afternoon,74 days 21:47:55
3953,2314531941.0,2023-10-25 16:52:27,2023-10-25 17:05:45,153550299489794,mobile,bing,ios,FR,FR,0 days 00:13:18,2,afternoon,3 days 01:17:19
3954,,2023-01-07 02:51:14,2023-01-07 03:37:51,153594671701186,mobile,,ios,FR,FR,0 days 00:46:37,5,night,
3955,,2023-05-25 11:22:26,2023-05-25 12:09:44,153594671701186,mobile,,ios,FR,FR,0 days 00:47:18,3,morning,138 days 07:44:35
3956,,2023-06-07 00:13:42,2023-06-07 00:56:48,153594671701186,mobile,,ios,FR,FR,0 days 00:43:06,2,night,12 days 12:03:58
3957,1387789186.0,2023-03-02 11:27:00,2023-03-02 11:31:08,153637689102760,mobile,,android,EN,FR,0 days 00:04:08,3,morning,
3958,3847203399.0,2023-03-21 13:21:22,2023-03-21 13:46:09,153688450657495,mobile,bing,ios,FR,,0 days 00:24:47,1,afternoon,
3959,2011050702.0,2023-07-22 15:32:53,2023-07-22 16:19:08,153688450657495,mobile,bing,ios,FR,,0 days 00:46:15,5,afternoon,123 days 01:46:44
3960,1519786135.0,2023-11-04 00:58:44,2023-11-04 01:16:00,153688450657495,mobile,bing,ios,FR,,0 days 00:17:16,5,night,104 days 08:39:36
3961,1253399146.0,2023-01-12 20:17:07,2023-01-12 20:48:31,153701107387475,desktop,,windows,,,0 days 00:31:24,3,evening,
3962,3695773997.0,2023-04-27 20:53:16,2023-04-27 21:10:58,153701107387475,desktop,,windows,,,0 days 00:17:42,3,evening,105 days 00:04:45
3963,4028249869.0,2023-07-10 14:15:54,2023-07-10 14:23:06,153701107387475,desktop,,windows,,,0 days 00:07:12,0,afternoon,73 days 17:04:56
3964,1668448961.0,2023-07-28 17:36:07,2023-07-28 18:22:46,153701107387475,desktop,,windows,,,0 days 00:46:39,4,afternoon,18 days 03:13:01
3965,213424185.0,2023-09-18 16:08:30,2023-09-18 16:46:19,153701107387475,desktop,,windows,,,0 days 00:37:49,0,afternoon,51 days 21:45:44
3966,1231369835.0,2023-10-15 23:30:49,2023-10-15 23:35:32,153701107387475,desktop,,windows,,,0 days 00:04:43,6,evening,27 days 06:44:30
3967,2608493512.0,2023-01-06 07:10:42,2023-01-06 07:53:22,153707939344337,mobile,google,ios,,FR,0 days 00:42:40,4,morning,
3968,1127394365.0,2023-01-30 19:06:29,2023-01-30 19:12:42,153707939344337,mobile,google,ios,,FR,0 days 00:06:13,0,evening,24 days 11:13:07
3969,3697954718.0,2023-04-14 00:17:41,2023-04-14 00:23:43,153707939344337,mobile,google,ios,,FR,0 days 00:06:02,4,night,73 days 05:04:59
3970,1960696993.0,2023-04-16 10:21:27,2023-04-16 11:02:59,153707939344337,mobile,google,ios,,FR,0 days 00:41:32,6,morning,2 days 09:57:44
3971,1521557421.0,2023-10-04 02:38:55,2023-10-04 02:39:49,153707939344337,mobile,google,ios,,FR,0 days 00:00:54,2,night,170 days 15:35:56
3972,4133312500.0,2023-12-09 18:43:29,2023-12-09 18:44:30,153707939344337,mobile,google,ios,,FR,0 days 00:01:01,5,evening,66 days 16:03:40
3973,935343991.0,2023-01-23 06:52:22,2023-01-23 07:11:33,153732307156812,mobile,google,android,FR,FR,0 days 00:19:11,0,morning,
3974,2506360523.0,2023-03-05 15:45:16,2023-03-05 15:47:41,153732307156812,mobile,google,android,FR,FR,0 days 00:02:25,6,afternoon,41 days 08:33:43
3975,1766665412.0,2023-08-05 03:55:26,2023-08-05 04:48:50,153732307156812,mobile,google,android,FR,FR,0 days 00:53:24,5,night,152 days 12:07:45
