,user_id,session_count,avg_days_btw,sum_duration_in_min,avg_duration_in_min,visits_p1,visits_p2,visits_p3,visits_p4,visits_p5,visits_p6,time_in_sec_p1,time_in_sec_p2,time_in_sec_p3,time_in_sec_p4,time_in_sec_p5,time_in_sec_p6,ctc_p1,ctc_p2,ctc_p3,ctc_p4,ctc_p5,ctc_p6,perc_time_p1,perc_time_p2,perc_time_p3,perc_time_p4,perc_time_p5,perc_time_p6,minutes_mon,minutes_tue,minutes_wed,minutes_thu,minutes_fri,minutes_sat,minutes_sun,avg_mon,avg_tue,avg_wed,avg_thu,avg_fri,avg_sat,avg_sun,minutes_afternoon,minutes_evening,minutes_morning,minutes_night,avg_afternoon,avg_evening,avg_morning,avg_night,device_type,device_browser,device_operating_system,device_language,country,first_visit_campaign_id,first_visit_medium,first_visit_referrer
1281,157643908079620,9,38.0,326.0,36.0,15.0,7.0,9.0,3.0,7.0,3.0,5114.0,3325.0,3280.0,581.0,3023.0,1257.0,0.0,0.0,0.0,1.0,0.0,0.0,0.30844390832328106,0.2005428226779252,0.19782870928829915,0.035042219541616404,0.18232810615199035,0.07581423401688782,75.0,0.0,45.0,51.0,84.0,72.0,0.0,25.0,0.0,45.0,51.0,42.0,36.0,0.0,58.0,80.0,135.0,52.0,19.0,40.0,45.0,52.0,desktop,,windows,,FR,f11dac0db6,paid,google
1282,157666402236812,2,134.0,73.0,36.0,2.0,0.0,2.0,1.0,1.0,1.0,910.0,0.0,2466.0,382.0,108.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20795246800731262,0.0,0.5635283363802559,0.0872943327239488,0.024680073126142597,0.11654478976234003,0.0,0.0,0.0,0.0,30.0,43.0,0.0,0.0,0.0,0.0,0.0,30.0,43.0,0.0,0.0,43.0,30.0,0.0,0.0,43.0,30.0,0.0,desktop,google,windows,,FR,7b9f593535,paid,google
1283,157713419856697,6,63.0,200.0,33.0,2.0,3.0,3.0,2.0,6.0,6.0,3679.0,1851.0,1170.0,1138.0,1991.0,2181.0,0.0,0.0,0.0,0.0,1.0,1.0,0.30632805995004164,0.15412156536219818,0.0974188176519567,0.09475437135720233,0.16577851790174855,0.18159866777685263,52.0,0.0,11.0,0.0,0.0,56.0,81.0,52.0,0.0,11.0,0.0,0.0,56.0,27.0,26.0,63.0,91.0,20.0,26.0,32.0,46.0,20.0,mobile,google,android,Other,FR,67bac78ff1,organic,google
1284,157767400728147,2,10.0,65.0,32.0,2.0,5.0,1.0,1.0,1.0,1.0,606.0,1861.0,19.0,411.0,513.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15646785437645236,0.4805060676478182,0.0049057578104828295,0.10611928737412858,0.13245546088303642,0.11954557190808159,0.0,0.0,0.0,45.0,0.0,0.0,19.0,0.0,0.0,0.0,45.0,0.0,0.0,19.0,0.0,19.0,0.0,45.0,0.0,19.0,0.0,45.0,desktop,bing,windows,,FR,f115ad964e,affiliation,awin
1285,157832699038245,3,36.0,52.0,17.0,4.0,2.0,4.0,4.0,3.0,0.0,327.0,19.0,245.0,1668.0,847.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.10528010302640052,0.006117192530585963,0.07887958789439795,0.5370251126851255,0.27269800386349,0.0,0.0,0.0,0.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,1.0,1.0,0.0,3.0,48.0,1.0,0.0,3.0,48.0,mobile,,ios,FR,FR,7b9f593535,paid,google
1286,157836241270649,4,63.0,132.0,33.0,2.0,4.0,1.0,2.0,1.0,2.0,2331.0,2040.0,34.0,523.0,1120.0,1869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29442970822281167,0.25767336112163697,0.00429455601869395,0.06606037640520399,0.14146772767462423,0.23607427055702918,0.0,0.0,5.0,70.0,57.0,0.0,0.0,0.0,0.0,5.0,35.0,57.0,0.0,0.0,5.0,0.0,57.0,70.0,5.0,0.0,57.0,35.0,mobile,google,ios,FR,FR,45c82b38c6,affiliation,affise
1287,157978843557315,2,128.0,37.0,19.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,513.0,0.0,30.0,827.0,861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2299417301658449,0.0,0.01344688480502017,0.370685791125056,0.3859255939040789,0.0,2.0,0.0,0.0,35.0,0.0,0.0,0.0,2.0,0.0,0.0,35.0,0.0,0.0,2.0,0.0,0.0,35.0,2.0,0.0,0.0,35.0,desktop,,windows,,FR,9fa01fb1a0,paid,google
1288,157981381764320,7,53.0,170.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.0,0.0,0.0,86.0,52.0,0.0,32.0,0.0,0.0,0.0,21.0,26.0,0.0,49.0,40.0,56.0,25.0,49.0,40.0,19.0,12.0,mobile,google,ios,FR,FR,,,
1289,158003170351249,1,0.0,13.0,13.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,201.0,586.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2554002541296061,0.7445997458703939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,desktop,,windows,,,f11dac0db6,paid,google
1290,158038309259810,4,79.0,132.0,33.0,6.0,4.0,4.0,2.0,5.0,2.0,1655.0,147.0,659.0,405.0,4653.0,398.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2090438297334849,0.01856763925729443,0.08323860047997979,0.051155740810913224,0.5877226222053809,0.05027156751294682,0.0,40.0,32.0,0.0,44.0,16.0,0.0,0.0,40.0,32.0,0.0,44.0,16.0,0.0,84.0,32.0,0.0,16.0,42.0,32.0,0.0,16.0,desktop,bing,windows,,FR,45c82b38c6,organic,google
1291,158125860283937,6,30.0,230.0,38.0,5.0,3.0,4.0,4.0,6.0,9.0,3248.0,3005.0,1945.0,2087.0,768.0,2772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23493670886075949,0.2173598553345389,0.1406871609403255,0.15095840867992766,0.05555153707052441,0.20050632911392405,0.0,34.0,59.0,53.0,0.0,85.0,0.0,0.0,34.0,59.0,26.0,0.0,42.0,0.0,111.0,59.0,0.0,60.0,37.0,59.0,0.0,30.0,mobile,google,android,FR,FR,67bac78ff1,organic,google
1292,158147476030972,2,205.0,86.0,43.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2930.0,769.0,1486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5650916104146577,0.14831243972999036,0.286595949855352,0.0,0.0,49.0,0.0,0.0,0.0,38.0,0.0,0.0,49.0,0.0,0.0,0.0,38.0,0.0,0.0,86.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,mobile,google,android,FR,,45c82b38c6,paid,google
1293,158237028838182,3,122.0,134.0,45.0,1.0,3.0,2.0,0.0,1.0,3.0,394.0,3292.0,1112.0,0.0,1199.0,2048.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04897451833436917,0.4091982597886886,0.1382224984462399,0.0,0.1490366687383468,0.2545680546923555,45.0,0.0,89.0,0.0,0.0,0.0,0.0,45.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,38.0,0.0,48.0,0.0,38.0,mobile,yahoo,ios,FR,FR,67bac78ff1,paid,google
1294,158291852890318,4,53.0,180.0,45.0,3.0,2.0,1.0,3.0,5.0,2.0,2089.0,1158.0,714.0,1595.0,3616.0,1639.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19322911849042643,0.1071131255203034,0.06604384423272593,0.14753491813893257,0.3344741467024327,0.15160484691517898,47.0,0.0,58.0,0.0,0.0,55.0,20.0,47.0,0.0,58.0,0.0,0.0,55.0,20.0,20.0,55.0,0.0,105.0,20.0,55.0,0.0,53.0,desktop,google,windows,,,f115ad964e,affiliation,awin
1295,158304321217396,3,72.0,97.0,32.0,3.0,3.0,3.0,2.0,2.0,0.0,146.0,228.0,865.0,2907.0,1648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025198481187435277,0.03935105281325509,0.14929237141870902,0.5017259233690025,0.2844321712115982,0.0,0.0,0.0,58.0,11.0,0.0,27.0,0.0,0.0,0.0,58.0,11.0,0.0,27.0,0.0,69.0,27.0,0.0,0.0,35.0,27.0,0.0,0.0,mobile,,android,FR,FR,95137568bf,paid,google
1296,158354493010294,4,57.0,160.0,40.0,3.0,2.0,2.0,1.0,2.0,2.0,2434.0,1207.0,678.0,187.0,2596.0,2527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25277806625817845,0.12535050368677952,0.07041229618859694,0.019420500571191192,0.2696022432235954,0.26243639007165853,45.0,0.0,0.0,0.0,33.0,45.0,37.0,45.0,0.0,0.0,0.0,33.0,45.0,37.0,45.0,45.0,33.0,37.0,45.0,45.0,33.0,37.0,desktop,google,windows,,SP,67bac78ff1,paid,google
1297,158391990447646,2,59.0,56.0,28.0,2.0,3.0,1.0,2.0,2.0,2.0,63.0,437.0,517.0,1463.0,251.0,609.0,0.0,0.0,0.0,0.0,1.0,0.0,0.018862275449101795,0.1308383233532934,0.15479041916167666,0.4380239520958084,0.0751497005988024,0.18233532934131735,52.0,0.0,0.0,0.0,3.0,0.0,0.0,52.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,52.0,0.0,0.0,3.0,52.0,0.0,0.0,mobile,yahoo,ios,FR,FR,73dc9eab7b,paid,google
1298,158406359058539,1,0.0,31.0,31.0,1.0,0.0,0.0,0.0,2.0,0.0,347.0,0.0,0.0,0.0,1508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18706199460916442,0.0,0.0,0.0,0.8129380053908356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0,mobile,yahoo,android,FR,FR,9fa01fb1a0,paid,google
1299,158522654564608,7,52.0,160.0,23.0,6.0,6.0,5.0,2.0,5.0,7.0,3445.0,1789.0,699.0,989.0,1006.0,1679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35859269282814615,0.1862183824294785,0.07275944623711877,0.1029457687103154,0.10471531175184762,0.17476839804309358,18.0,30.0,23.0,0.0,31.0,0.0,59.0,18.0,30.0,12.0,0.0,31.0,0.0,29.0,41.0,35.0,48.0,36.0,20.0,18.0,24.0,36.0,desktop,google,windows,,FR,67bac78ff1,organic,google
1300,158616971557552,6,62.0,203.0,34.0,4.0,5.0,4.0,6.0,2.0,6.0,1889.0,3890.0,727.0,4313.0,469.0,1113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1523264252882832,0.3136843802919119,0.05862430449157326,0.34779453269897587,0.03781953068300944,0.08975082654624628,65.0,57.0,0.0,0.0,73.0,0.0,8.0,32.0,57.0,0.0,0.0,37.0,0.0,8.0,46.0,92.0,0.0,64.0,23.0,46.0,0.0,32.0,desktop,google,windows,,,9fa01fb1a0,paid,google
1301,158624383654082,3,164.0,128.0,43.0,0.0,3.0,3.0,2.0,2.0,3.0,0.0,1877.0,1001.0,287.0,1355.0,3157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24449654813078026,0.13038947505536017,0.03738439494594242,0.17650123746255048,0.41122834440536665,21.0,0.0,56.0,51.0,0.0,0.0,0.0,21.0,0.0,56.0,51.0,0.0,0.0,0.0,72.0,56.0,0.0,0.0,36.0,56.0,0.0,0.0,desktop,google,windows,,FR,67bac78ff1,paid,google
1302,158665286401258,4,38.0,114.0,29.0,1.0,1.0,0.0,4.0,3.0,7.0,47.0,12.0,0.0,2192.0,770.0,3832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006858310229096746,0.0017510579308332118,0.0,0.3198599153655333,0.11235955056179775,0.559171165912739,0.0,54.0,0.0,0.0,0.0,25.0,35.0,0.0,27.0,0.0,0.0,0.0,25.0,35.0,54.0,25.0,0.0,35.0,27.0,25.0,0.0,35.0,mobile,google,ios,EN,SP,f28414dfd1,paid,google
1303,158699677410634,2,99.0,87.0,44.0,2.0,2.0,1.0,2.0,1.0,0.0,467.0,2035.0,101.0,843.0,1786.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08925840978593272,0.3889525993883792,0.01930428134556575,0.16112385321100917,0.34136085626911317,0.0,37.0,0.0,0.0,0.0,0.0,0.0,50.0,37.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,37.0,50.0,0.0,0.0,37.0,50.0,mobile,,android,EN,,45c82b38c6,organic,google
1304,158702325075017,2,109.0,29.0,14.0,1.0,0.0,1.0,5.0,0.0,0.0,85.0,0.0,127.0,1502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049591598599766626,0.0,0.07409568261376896,0.8763127187864644,0.0,0.0,0.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,19.0,0.0,0.0,0.0,9.0,0.0,19.0,9.0,0.0,0.0,19.0,9.0,0.0,0.0,desktop,google,windows,,FR,95137568bf,organic,google
1305,158738043497145,2,129.0,49.0,25.0,4.0,1.0,2.0,1.0,2.0,2.0,777.0,64.0,1458.0,194.0,299.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2619689817936615,0.02157788267026298,0.4915711395819285,0.06540795684423466,0.10080917060013486,0.05866486850977748,23.0,0.0,0.0,26.0,0.0,0.0,0.0,23.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,25.0,desktop,google,windows,,FR,67bac78ff1,paid,google
1306,158851410026025,9,34.0,298.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,70.0,113.0,0.0,112.0,0.0,0.0,3.0,35.0,28.0,0.0,56.0,11.0,114.0,112.0,61.0,11.0,29.0,56.0,30.0,mobile,google,ios,FR,FR,,,
1307,158871929313718,2,300.0,42.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,17.0,25.0,0.0,0.0,17.0,25.0,0.0,0.0,mobile,google,ios,FR,FR,,,
1308,158878607095417,1,0.0,56.0,56.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,740.0,0.0,0.0,2626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21984551396316102,0.0,0.0,0.780154486036839,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,mobile,google,android,FR,FR,acb1a5969d,organic,google
1309,158891356328415,4,50.0,123.0,31.0,0.0,1.0,6.0,5.0,4.0,1.0,0.0,4.0,2446.0,3398.0,1087.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005398839249561345,0.3301390201106762,0.4586313942502362,0.14671345660682952,0.06397624510730193,5.0,42.0,42.0,0.0,35.0,0.0,0.0,5.0,42.0,42.0,0.0,35.0,0.0,0.0,35.0,0.0,42.0,47.0,35.0,0.0,42.0,23.0,mobile,,ios,FR,FR,73dc9eab7b,paid,google
1310,159082289290550,3,121.0,52.0,17.0,3.0,2.0,1.0,0.0,2.0,1.0,262.0,1639.0,182.0,0.0,755.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08373282198785555,0.5238095238095238,0.058165548098434,0.0,0.2412911473314158,0.09300095877277086,26.0,0.0,0.0,0.0,0.0,9.0,16.0,26.0,0.0,0.0,0.0,0.0,9.0,16.0,9.0,0.0,0.0,43.0,9.0,0.0,0.0,21.0,mobile,bing,ios,EN,FR,67bac78ff1,paid,google
1311,159100241900370,4,32.0,83.0,21.0,4.0,3.0,4.0,6.0,5.0,0.0,377.0,743.0,875.0,357.0,2689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07478674866097997,0.14739139059710374,0.1735766712953779,0.07081928188851419,0.5334259075580242,0.0,26.0,0.0,0.0,53.0,0.0,0.0,5.0,26.0,0.0,0.0,26.0,0.0,0.0,5.0,75.0,0.0,5.0,4.0,37.0,0.0,5.0,4.0,mobile,google,ios,FR,,73dc9eab7b,paid,google
1312,159140517280268,3,103.0,108.0,36.0,2.0,3.0,5.0,3.0,2.0,2.0,1191.0,2449.0,1008.0,1071.0,91.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1842512376237624,0.37886757425742573,0.15594059405940594,0.1656868811881188,0.014077970297029703,0.10117574257425743,0.0,0.0,0.0,99.0,0.0,0.0,9.0,0.0,0.0,0.0,49.0,0.0,0.0,9.0,0.0,9.0,58.0,41.0,0.0,9.0,58.0,41.0,mobile,bing,ios,EN,FR,f115ad964e,paid,google
1313,159174793220787,1,0.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,63.0,19.0,154.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23595505617977527,0.07116104868913857,0.5767790262172284,0.0,0.0,0.11610486891385768,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,mobile,google,ios,FR,,7b9f593535,paid,google
1314,159208405879489,3,50.0,83.0,28.0,4.0,3.0,4.0,1.0,1.0,2.0,1081.0,1675.0,1179.0,466.0,155.0,397.0,1.0,0.0,1.0,0.0,0.0,0.0,0.21825156470825763,0.3381788814859681,0.2380375529981829,0.09408439329699173,0.03129416515243287,0.08015344235816677,53.0,0.0,0.0,0.0,3.0,0.0,27.0,53.0,0.0,0.0,0.0,3.0,0.0,27.0,80.0,0.0,0.0,3.0,40.0,0.0,0.0,3.0,mobile,yahoo,ios,FR,FR,95137568bf,paid,google
1315,159378957357703,5,78.0,167.0,33.0,4.0,6.0,4.0,4.0,5.0,3.0,1621.0,1609.0,593.0,1173.0,1685.0,3320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1620837916208379,0.1608839116088391,0.05929407059294071,0.11728827117288271,0.16848315168483152,0.33196680331966805,0.0,0.0,11.0,0.0,24.0,106.0,26.0,0.0,0.0,11.0,0.0,24.0,53.0,26.0,11.0,0.0,0.0,156.0,11.0,0.0,0.0,39.0,mobile,google,ios,FR,FR,7b9f593535,paid,google
1316,159383456997398,5,83.0,170.0,34.0,1.0,2.0,6.0,4.0,3.0,2.0,1047.0,407.0,4299.0,2286.0,956.0,1178.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10291949277499263,0.040007863953602674,0.42258920672368033,0.22471247419640225,0.09397424555195125,0.11579671679937088,0.0,53.0,51.0,0.0,0.0,0.0,66.0,0.0,26.0,51.0,0.0,0.0,0.0,33.0,51.0,83.0,36.0,0.0,51.0,41.0,18.0,0.0,desktop,,windows,,SP,242649bfe1,organic,google
1317,159385666058336,3,14.0,108.0,36.0,1.0,3.0,0.0,2.0,3.0,2.0,224.0,688.0,0.0,67.0,3134.0,2396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03441388846212936,0.10569980027654018,0.0,0.010293439852511906,0.48148717160854204,0.3681056998002765,49.0,49.0,10.0,0.0,0.0,0.0,0.0,49.0,49.0,10.0,0.0,0.0,0.0,0.0,49.0,49.0,10.0,0.0,49.0,49.0,10.0,0.0,mobile,google,ios,EN,FR,45c82b38c6,paid,google
1318,159424418027363,2,184.0,45.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,0.0,36.0,0.0,0.0,0.0,0.0,9.0,0.0,36.0,0.0,0.0,0.0,36.0,9.0,0.0,0.0,36.0,9.0,0.0,mobile,,android,FR,FR,,,
1319,159446492318442,6,57.0,137.0,23.0,11.0,7.0,3.0,5.0,3.0,4.0,3473.0,930.0,706.0,1816.0,233.0,1065.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4223519396813815,0.11309740970448741,0.08585674328104098,0.22084397421865498,0.02833515748510276,0.12951477562933236,0.0,0.0,25.0,11.0,0.0,13.0,88.0,0.0,0.0,25.0,11.0,0.0,13.0,29.0,12.0,63.0,49.0,13.0,12.0,32.0,24.0,13.0,mobile,bing,ios,FR,FR,67bac78ff1,link,
1320,159480011206910,1,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,13.0,65.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14444444444444443,0.7222222222222222,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,mobile,google,ios,FR,FR,67bac78ff1,paid,google
1321,159589705506512,3,67.0,43.0,14.0,6.0,0.0,2.0,1.0,1.0,3.0,1089.0,0.0,545.0,288.0,293.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42160278745644597,0.0,0.21099496709252807,0.11149825783972125,0.11343399148277197,0.14246999612853273,0.0,0.0,22.0,12.0,9.0,0.0,0.0,0.0,0.0,22.0,12.0,9.0,0.0,0.0,9.0,0.0,34.0,0.0,9.0,0.0,17.0,0.0,desktop,google,windows,,FR,67bac78ff1,organic,google
1322,159682469805481,3,67.0,93.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,46.0,0.0,0.0,7.0,0.0,0.0,39.0,46.0,0.0,0.0,7.0,0.0,0.0,39.0,0.0,46.0,7.0,39.0,0.0,46.0,7.0,39.0,mobile,google,ios,FR,FR,,,
1323,159813035656803,2,82.0,65.0,33.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1633.0,1799.0,336.0,152.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.41658163265306125,0.4589285714285714,0.08571428571428572,0.03877551020408163,0.0,0.0,0.0,0.0,37.0,28.0,0.0,0.0,0.0,0.0,0.0,37.0,28.0,0.0,0.0,0.0,0.0,28.0,37.0,0.0,0.0,28.0,37.0,desktop,google,windows,,,7b9f593535,paid,google
1324,159850766094467,4,45.0,183.0,46.0,4.0,3.0,1.0,4.0,0.0,5.0,469.0,1693.0,406.0,2652.0,0.0,5782.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04262861297945828,0.15388111252499545,0.03690238138520269,0.24104708234866387,0.0,0.5255408107616797,0.0,59.0,8.0,59.0,0.0,0.0,57.0,0.0,59.0,8.0,59.0,0.0,0.0,57.0,0.0,118.0,65.0,0.0,0.0,59.0,32.0,0.0,desktop,bing,windows,,FR,67bac78ff1,paid,google
1325,159879557264501,2,154.0,100.0,50.0,3.0,2.0,3.0,4.0,0.0,0.0,476.0,2853.0,602.0,2079.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07920133111480865,0.4747088186356073,0.10016638935108153,0.3459234608985025,0.0,0.0,0.0,51.0,49.0,0.0,0.0,0.0,0.0,0.0,51.0,49.0,0.0,0.0,0.0,0.0,49.0,51.0,0.0,0.0,49.0,51.0,0.0,0.0,mobile,google,ios,FR,FR,67bac78ff1,organic,google
1326,159978910347861,5,40.0,176.0,35.0,5.0,2.0,5.0,1.0,4.0,4.0,2508.0,230.0,1101.0,293.0,4848.0,1870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2311520737327189,0.02119815668202765,0.10147465437788018,0.027004608294930874,0.44682027649769585,0.17235023041474654,0.0,23.0,38.0,0.0,56.0,59.0,0.0,0.0,23.0,38.0,0.0,56.0,30.0,0.0,94.0,46.0,36.0,0.0,47.0,23.0,36.0,0.0,desktop,google,windows,,FR,45c82b38c6,affiliation,awin
1327,159988268722933,5,66.0,123.0,25.0,3.0,1.0,1.0,3.0,2.0,3.0,1008.0,817.0,186.0,385.0,1481.0,3527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13614262560777957,0.11034575904916262,0.025121555915721232,0.051998919502971364,0.20002701242571583,0.47636412749864937,0.0,49.0,66.0,3.0,0.0,5.0,0.0,0.0,49.0,33.0,3.0,0.0,5.0,0.0,0.0,0.0,93.0,31.0,0.0,0.0,46.0,10.0,mobile,yahoo,ios,FR,FR,45c82b38c6,paid,google
1328,160081745696093,6,56.0,208.0,35.0,5.0,6.0,3.0,5.0,3.0,4.0,1654.0,5210.0,1530.0,2629.0,551.0,908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13251081557442718,0.41740105752283285,0.1225765101746515,0.21062329754846978,0.04414356673609998,0.07274475244351866,12.0,0.0,48.0,33.0,0.0,115.0,0.0,12.0,0.0,48.0,33.0,0.0,38.0,0.0,75.0,0.0,45.0,88.0,37.0,0.0,23.0,44.0,,google,,,DE,f11dac0db6,organic,google
1329,160112568776196,2,349.0,96.0,48.0,3.0,1.0,0.0,0.0,0.0,0.0,3497.0,2258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.607645525629887,0.39235447437011295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,58.0,0.0,0.0,38.0,58.0,0.0,0.0,38.0,mobile,,android,EN,FR,f11dac0db6,organic,google
1330,160185496000379,5,86.0,142.0,28.0,3.0,4.0,5.0,7.0,3.0,2.0,694.0,247.0,1217.0,2463.0,3728.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08121708601521357,0.028905792861322412,0.14242246928028088,0.2882387361029842,0.43627852545348156,0.022937390286717377,50.0,3.0,0.0,36.0,0.0,53.0,0.0,50.0,3.0,0.0,18.0,0.0,53.0,0.0,0.0,107.0,0.0,36.0,0.0,36.0,0.0,18.0,mobile,,ios,FR,FR,67bac78ff1,organic,google
1331,160225231553768,3,134.0,84.0,28.0,5.0,0.0,2.0,1.0,0.0,1.0,2644.0,0.0,1493.0,231.0,0.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5233570863024545,0.0,0.29552652414885194,0.045724465558194774,0.0,0.13539192399049882,34.0,0.0,0.0,0.0,27.0,0.0,23.0,34.0,0.0,0.0,0.0,27.0,0.0,23.0,0.0,34.0,23.0,27.0,0.0,34.0,23.0,27.0,mobile,google,ios,FR,FR,67bac78ff1,paid,google
1332,160230354550855,4,85.0,128.0,32.0,0.0,2.0,1.0,2.0,2.0,4.0,0.0,548.0,2595.0,1077.0,674.0,1276.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08881685575364667,0.4205834683954619,0.1745542949756888,0.10923824959481361,0.20680713128038897,0.0,0.0,0.0,27.0,0.0,25.0,76.0,0.0,0.0,0.0,27.0,0.0,25.0,38.0,0.0,27.0,25.0,76.0,0.0,27.0,25.0,38.0,desktop,google,windows,,FR,67bac78ff1,paid,google
1333,160287033345684,3,75.0,104.0,35.0,2.0,3.0,1.0,4.0,3.0,1.0,859.0,1647.0,521.0,1162.0,753.0,1291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13781485640943367,0.2642387293438152,0.08358735761270657,0.18642708166212096,0.12080859939034173,0.2071233755815819,0.0,54.0,0.0,0.0,16.0,0.0,34.0,0.0,54.0,0.0,0.0,16.0,0.0,34.0,0.0,54.0,34.0,16.0,0.0,54.0,34.0,16.0,mobile,bing,ios,FR,FR,67bac78ff1,paid,google
1334,160334462892156,2,46.0,7.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,277.0,12.0,36.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6739659367396593,0.029197080291970802,0.08759124087591241,0.20924574209245742,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,desktop,,windows,,DE,73dc9eab7b,organic,google
